date,description,amount,balance
2023-01-01 18:29:12,Healthn - Payment,$-28.12,"$6,821.58"
2023-01-02 19:38:46,Foodr - Payment,$-157.46,"$6,664.12"
2023-01-05 10:33:19,StrongLink - Payment,$-68.38,"$6,595.74"
2023-01-06 18:09:29,Healthn - Payment,$-141.91,"$6,453.83"
2023-01-10 08:35:21,StrongLink - Payment,$-147.84,"$6,305.99"
2023-01-13 08:11:53,StrongLink - Payment,$-170.85,"$6,135.14"
2023-02-01 08:36:50,StrongLink - Payment,$-97.00,"$6,038.14"
2023-02-06 15:41:30,Flexin - Payment,$-92.31,"$5,945.83"
2023-02-11 21:17:27,Healthn - Payment,$-178.13,"$5,767.70"
2023-02-23 13:48:56,Healthn - Payment,$-91.30,"$5,676.40"
2023-02-25 12:56:34,Fitr - Payment,$-184.34,"$5,492.06"
2023-03-04 12:28:41,Fitr - Payment,$-72.80,"$5,419.26"
2023-03-07 11:24:17,StrongLink - Payment,$-193.15,"$5,226.11"
2023-03-12 17:48:21,StrongLink - Payment,$-114.88,"$5,111.23"
2023-03-13 18:04:35,Healthn - Payment,$-55.10,"$5,056.13"
2023-03-21 15:54:07,StrongLink - Payment,$-58.51,"$4,997.62"
2023-03-22 10:34:36,Healthn - Payment,$-139.13,"$4,858.49"
2023-03-22 17:46:24,Fitr - Payment,$-127.67,"$4,730.82"
2023-03-25 16:52:25,StrongLink - Payment,$-28.99,"$4,701.83"
2023-03-28 20:56:03,StrongLink - Payment,$-50.25,"$4,651.58"
2023-03-30 15:45:55,StrongLink - Payment,$-129.97,"$4,521.61"
2023-03-31 13:58:29,StrongLink - Payment,$-40.50,"$4,481.11"
2023-04-02 18:38:52,StrongLink - Payment,$-76.88,"$4,404.23"
2023-04-04 20:32:52,Healthn - Payment,$-50.67,"$4,353.56"
2023-04-07 20:10:53,Healthn - Payment,$-119.63,"$4,233.93"
2023-04-08 08:26:08,StrongLink - Payment,$-123.26,"$4,110.67"
2023-04-10 20:36:39,Healthn - Payment,$-94.84,"$4,015.83"
2023-04-13 10:41:36,Flexin - Payment,$-137.43,"$3,878.40"
2023-04-15 18:52:39,StrongLink - Payment,$-91.71,"$3,786.69"
2023-04-17 10:16:50,StrongLink - Payment,$-48.48,"$3,738.21"
2023-04-29 20:32:07,StrongLink - Payment,$-134.80,"$3,603.41"
2023-05-01 14:36:04,StrongLink - Payment,$-139.91,"$3,463.50"
2023-05-03 17:12:24,StrongLink - Payment,$-178.52,"$3,284.98"
2023-05-05 20:12:30,Healthn - Payment,$-193.84,"$3,091.14"
2023-05-06 17:00:31,StrongLink - Payment,$-195.39,"$2,895.75"
2023-05-07 10:43:10,StrongLink - Payment,$-114.41,"$2,781.34"
2023-05-18 13:52:39,StrongLink - Payment,$-162.98,"$2,618.36"
2023-05-23 16:14:32,StrongLink - Payment,$-50.96,"$2,567.40"
2023-05-25 13:14:29,StrongLink - Payment,$-28.84,"$2,538.56"
2023-05-27 14:20:16,Healthn - Payment,$-104.65,"$2,433.91"
2023-05-27 16:02:43,StrongLink - Payment,$-82.32,"$2,351.59"
2023-06-02 08:02:20,Flexin - Payment,$-165.90,"$2,185.69"
2023-06-06 08:30:34,Healthn - Payment,$-197.90,"$1,987.79"
2023-06-09 15:22:23,Healthn - Payment,$-189.63,"$1,798.16"
2023-06-14 21:36:17,Healthn - Payment,$-24.19,"$1,773.97"
2023-06-15 10:47:35,AffordableHub - Payment,$-166.90,"$1,607.07"
2023-06-16 16:43:52,StrongLink - Payment,$-67.60,"$1,539.47"
2023-07-02 11:06:24,StrongLink - Payment,$-27.66,"$1,511.81"
2023-07-03 19:23:19,Fitr - Payment,$-182.39,"$1,329.42"
