date,description,amount,balance
2023-01-02 18:19:00,Foodr - Payment,$-161.45,"$25,887.49"
2023-01-06 00:00:00,Purchase by AffordableHub,"$1,000.00","$26,887.49"
2023-01-09 11:03:46,Healthn - Payment,$-42.47,"$26,845.02"
2023-01-11 08:10:25,Fitr - Payment,$-49.42,"$26,603.23"
2023-01-11 13:40:25,Foodr - Payment,$-192.37,"$26,652.65"
2023-01-13 00:00:00,Purchase by AffordableHub,"$1,000.00","$27,603.23"
2023-01-18 10:22:04,Healthn - Payment,$-157.25,"$27,445.98"
2023-01-19 15:48:00,Foodr - Payment,$-134.10,"$27,311.88"
2023-01-20 00:00:00,Purchase by AffordableHub,"$1,000.00","$28,311.88"
2023-01-27 00:00:00,Purchase by AffordableHub,"$1,000.00","$29,126.38"
2023-01-27 08:14:49,youGrocery - Payment,$-185.50,"$28,126.38"
2023-01-29 08:07:06,Foodr - Payment,$-79.00,"$29,047.38"
2023-02-03 00:00:00,Purchase by AffordableHub,"$1,000.00","$30,047.38"
2023-02-05 18:13:12,Foodr - Payment,$-97.33,"$29,950.05"
2023-02-10 00:00:00,Purchase by AffordableHub,"$1,000.00","$30,894.25"
2023-02-10 09:24:56,Foodr - Payment,$-55.80,"$29,894.25"
2023-02-12 16:42:47,Foodr - Payment,$-156.61,"$30,737.64"
2023-02-13 11:19:38,Foodr - Payment,$-150.76,"$30,586.88"
2023-02-14 12:58:13,Foodr - Payment,$-88.80,"$30,498.08"
2023-02-17 00:00:00,Purchase by AffordableHub,"$1,000.00","$31,498.08"
2023-02-21 09:16:34,Foodr - Payment,$-53.24,"$31,444.84"
2023-02-24 00:00:00,Purchase by AffordableHub,"$1,000.00","$32,343.36"
2023-02-24 10:27:14,Foodr - Payment,$-101.48,"$31,343.36"
2023-02-27 19:17:07,Foodr - Payment,$-25.49,"$32,317.87"
2023-03-02 19:47:24,Foodr - Payment,$-79.80,"$32,238.07"
2023-03-03 00:00:00,Purchase by AffordableHub,"$1,000.00","$33,238.07"
2023-03-06 19:10:42,Foodr - Payment,$-149.41,"$33,088.66"
2023-03-10 00:00:00,Purchase by AffordableHub,"$1,000.00","$34,088.66"
2023-03-16 16:54:35,Foodr - Payment,$-35.24,"$34,053.42"
2023-03-17 00:00:00,Purchase by AffordableHub,"$1,000.00","$35,053.42"
2023-03-18 08:25:23,Healthn - Payment,$-194.21,"$34,859.21"
2023-03-24 00:00:00,Purchase by AffordableHub,"$1,000.00","$35,859.21"
2023-03-31 00:00:00,Purchase by AffordableHub,"$1,000.00","$36,859.21"
2023-04-04 08:23:31,Foodr - Payment,$-142.51,"$36,716.70"
2023-04-05 21:18:09,Foodr - Payment,$-104.86,"$36,611.84"
2023-04-07 00:00:00,Purchase by AffordableHub,"$1,000.00","$37,611.84"
2023-04-12 09:23:24,Foodr - Payment,$-144.98,"$37,466.86"
2023-04-14 00:00:00,Purchase by AffordableHub,"$1,000.00","$38,319.72"
2023-04-14 20:59:46,Foodr - Payment,$-147.14,"$37,319.72"
2023-04-15 21:29:53,Foodr - Payment,$-101.83,"$38,217.89"
2023-04-17 21:00:36,Fitr - Payment,$-123.59,"$38,094.30"
2023-04-19 15:48:21,Foodr - Payment,$-80.79,"$38,013.51"
2023-04-21 00:00:00,Purchase by AffordableHub,"$1,000.00","$39,013.51"
2023-04-24 12:38:05,youGrocery - Payment,$-161.42,"$38,852.09"
2023-04-28 00:00:00,Purchase by AffordableHub,"$1,000.00","$39,852.09"
2023-05-05 00:00:00,Purchase by AffordableHub,"$1,000.00","$40,736.43"
2023-05-05 09:44:37,Foodr - Payment,$-115.66,"$39,736.43"
2023-05-06 12:36:07,Foodr - Payment,$-34.30,"$40,702.13"
2023-05-08 16:40:54,Foodr - Payment,$-102.24,"$40,599.89"
2023-05-12 00:00:00,Purchase by AffordableHub,"$1,000.00","$41,599.89"
2023-05-17 18:09:02,Foodr - Payment,$-137.58,"$41,462.31"
2023-05-18 14:25:37,Fitr - Payment,$-145.11,"$41,317.20"
2023-05-19 00:00:00,Purchase by AffordableHub,"$1,000.00","$42,317.20"
2023-05-22 12:57:05,Foodr - Payment,$-72.17,"$42,245.03"
2023-05-23 18:11:10,Fitr - Payment,$-54.90,"$42,190.13"
2023-05-26 00:00:00,Purchase by AffordableHub,"$1,000.00","$43,190.13"
2023-05-28 20:59:52,Foodr - Payment,$-21.64,"$43,168.49"
2023-05-30 21:31:00,Foodr - Payment,$-145.96,"$43,022.53"
2023-06-01 09:10:01,Foodr - Payment,$-189.15,"$42,833.38"
2023-06-02 00:00:00,Purchase by AffordableHub,"$1,000.00","$43,833.38"
2023-06-03 13:43:43,Foodr - Payment,$-48.13,"$43,785.25"
2023-06-05 12:14:02,Foodr - Payment,$-45.42,"$43,739.83"
2023-06-09 00:00:00,Purchase by AffordableHub,"$1,000.00","$44,739.83"
2023-06-11 13:49:41,Foodr - Payment,$-47.50,"$44,692.33"
2023-06-16 00:00:00,Purchase by AffordableHub,"$1,000.00","$45,642.65"
2023-06-16 18:21:15,Foodr - Payment,$-49.68,"$44,642.65"
2023-06-23 00:00:00,Purchase by AffordableHub,"$1,000.00","$46,642.65"
2023-06-26 20:08:14,Foodr - Payment,$-97.50,"$46,545.15"
2023-06-30 00:00:00,Purchase by AffordableHub,"$1,000.00","$47,545.15"
2023-07-05 08:29:41,Flexin - Payment,$-26.60,"$47,481.56"
2023-07-05 12:38:49,Foodr - Payment,$-36.99,"$47,508.16"
2023-07-07 00:00:00,Purchase by AffordableHub,"$1,000.00","$48,481.56"
2023-07-09 11:43:34,Foodr - Payment,$-90.12,"$48,391.44"
2023-07-11 18:52:34,Fitr - Payment,$-35.99,"$48,355.45"
2023-07-14 00:00:00,Purchase by AffordableHub,"$1,000.00","$49,355.45"
2023-07-21 00:00:00,Purchase by AffordableHub,"$1,000.00","$50,355.45"
2023-07-28 00:00:00,Purchase by AffordableHub,"$1,000.00","$51,355.45"
2023-07-29 21:23:05,Fitr - Payment,$-144.84,"$51,210.61"
2023-07-31 16:56:02,Foodr - Payment,$-171.47,"$51,039.14"
2023-08-01 21:00:40,Foodr - Payment,$-181.46,"$50,857.68"
2023-08-04 00:00:00,Purchase by AffordableHub,"$1,000.00","$51,857.68"
2023-08-10 19:09:56,Foodr - Payment,$-149.84,"$51,707.84"
2023-08-11 00:00:00,Purchase by AffordableHub,"$1,000.00","$52,612.64"
2023-08-11 17:52:31,Foodr - Payment,$-95.20,"$51,612.64"
2023-08-18 00:00:00,Purchase by AffordableHub,"$1,000.00","$53,612.64"
2023-08-25 00:00:00,Purchase by AffordableHub,"$1,000.00","$54,612.64"
2023-08-27 10:00:40,Fitr - Payment,$-148.19,"$54,464.45"
2023-08-30 13:58:36,Foodr - Payment,$-99.93,"$54,364.52"
2023-08-31 11:22:54,Foodr - Payment,$-36.60,"$54,327.92"
2023-09-01 00:00:00,Purchase by AffordableHub,"$1,000.00","$55,327.92"
2023-09-04 16:52:09,Healthn - Payment,$-148.73,"$55,179.19"
2023-09-05 14:03:59,Foodr - Payment,$-65.27,"$55,113.92"
2023-09-08 00:00:00,Purchase by AffordableHub,"$1,000.00","$55,915.00"
2023-09-08 16:51:08,Foodr - Payment,$-198.92,"$54,915.00"
2023-09-15 00:00:00,Purchase by AffordableHub,"$1,000.00","$56,879.20"
2023-09-15 09:00:54,Foodr - Payment,$-35.80,"$55,879.20"
2023-09-22 00:00:00,Purchase by AffordableHub,"$1,000.00","$57,746.23"
2023-09-22 08:39:21,Foodr - Payment,$-132.97,"$56,746.23"
2023-09-29 00:00:00,Purchase by AffordableHub,"$1,000.00","$58,746.23"
2023-10-01 18:48:33,Foodr - Payment,$-145.40,"$58,600.83"
2023-10-02 15:14:17,Foodr - Payment,$-136.48,"$58,464.35"
2023-10-03 12:51:04,Fitr - Payment,$-52.34,"$58,412.01"
2023-10-06 00:00:00,Purchase by AffordableHub,"$1,000.00","$59,412.01"
2023-10-13 00:00:00,Purchase by AffordableHub,"$1,000.00","$60,412.01"
2023-10-14 08:14:49,AffordableHub - Payment,$-20.19,"$60,391.82"
2023-10-19 18:27:26,Fitr - Payment,$-136.34,"$60,255.48"
2023-10-20 00:00:00,Purchase by AffordableHub,"$1,000.00","$61,255.48"
2023-10-22 08:00:10,AffordableHub - Payment,$-145.56,"$61,109.92"
2023-10-27 00:00:00,Purchase by AffordableHub,"$1,000.00","$62,109.92"
2023-11-03 00:00:00,Purchase by AffordableHub,"$1,000.00","$63,109.92"
2023-11-04 10:47:38,Foodr - Payment,$-38.20,"$63,071.72"
2023-11-09 11:23:12,Foodr - Payment,$-25.39,"$63,046.33"
2023-11-10 00:00:00,Purchase by AffordableHub,"$1,000.00","$64,046.33"
2023-11-14 09:40:49,AffordableHub - Payment,$-81.97,"$63,964.36"
2023-11-17 00:00:00,Purchase by AffordableHub,"$1,000.00","$64,855.14"
2023-11-17 09:47:27,Foodr - Payment,$-109.22,"$63,855.14"
2023-11-18 11:32:11,Foodr - Payment,$-60.82,"$64,794.32"
2023-11-19 14:39:50,Healthn - Payment,$-172.90,"$64,621.42"
2023-11-24 00:00:00,Purchase by AffordableHub,"$1,000.00","$65,621.42"
2023-11-30 15:12:09,Foodr - Payment,$-164.38,"$65,457.04"
2023-12-01 00:00:00,Purchase by AffordableHub,"$1,000.00","$66,211.55"
2023-12-01 08:34:05,Fitr - Payment,$-184.69,"$65,211.55"
2023-12-01 10:19:59,Foodr - Payment,$-60.80,"$65,396.24"
2023-12-08 00:00:00,Purchase by AffordableHub,"$1,000.00","$67,184.08"
2023-12-08 08:31:20,Healthn - Payment,$-27.47,"$66,184.08"
2023-12-14 13:01:52,Foodr - Payment,$-106.96,"$67,077.12"
2023-12-15 00:00:00,Purchase by AffordableHub,"$1,000.00","$68,077.12"
2023-12-16 20:01:59,Healthn - Payment,$-47.97,"$68,029.15"
2023-12-19 08:10:26,Foodr - Payment,$-34.14,"$67,995.01"
2023-12-22 00:00:00,Purchase by AffordableHub,"$1,000.00","$68,995.01"
2023-12-29 00:00:00,Purchase by AffordableHub,"$1,000.00","$69,995.01"
2024-01-03 14:56:46,Foodr - Payment,$-22.66,"$69,972.35"
2024-01-05 00:00:00,Purchase by AffordableHub,"$1,000.00","$70,972.35"
2024-01-12 00:00:00,Purchase by AffordableHub,"$1,000.00","$71,972.35"
2024-01-16 16:58:22,Foodr - Payment,$-139.12,"$71,833.23"
2024-01-18 12:09:27,Fitr - Payment,$-142.82,"$71,615.17"
