date,to,from_,size,type_
2023-01-03 19:53:11,(266) 960-3320,(161) 489-0973,110 minutes,Inbound Call
2023-01-06 17:50:08,(266) 960-3320,(161) 489-0973,3 minutes,Outbound Call
2023-01-09 12:01:52,(266) 960-3320,(161) 489-0973,216 characters,Sent Text
2023-01-10 13:13:18,(266) 960-3320,(161) 489-0973,30 characters,Received Text
2023-01-11 14:10:38,(266) 960-3320,(161) 489-0973,343 characters,Received Text
2023-01-11 17:01:19,(266) 960-3320,(161) 489-0973,4.3 MB,Sent Media
2023-01-12 14:00:29,(266) 960-3320,(161) 489-0973,53 characters,Sent Text
2023-01-13 16:42:50,(266) 960-3320,(161) 489-0973,34 minutes,Inbound Call
2023-01-15 17:35:55,(266) 960-3320,(161) 489-0973,135 characters,Received Text
2023-01-15 18:57:31,(266) 960-3320,(161) 489-0973,22 minutes,Outbound Call
2023-01-18 11:44:11,(266) 960-3320,(161) 489-0973,103 minutes,Inbound Call
2023-01-18 18:40:25,(266) 960-3320,(161) 489-0973,68 characters,Received Text
2023-01-18 19:24:51,(266) 960-3320,(161) 489-0973,108 characters,Sent Text
2023-01-19 11:57:03,(266) 960-3320,(161) 489-0973,173 characters,Sent Text
2023-01-19 13:27:38,(266) 960-3320,(161) 489-0973,30 characters,Received Text
2023-01-20 12:16:29,(266) 960-3320,(161) 489-0973,19 characters,Received Text
2023-01-20 17:28:12,(266) 960-3320,(161) 489-0973,56 minutes,Outbound Call
2023-01-21 14:21:43,(266) 960-3320,(161) 489-0973,110 minutes,Inbound Call
2023-01-21 15:37:38,(266) 960-3320,(161) 489-0973,79 characters,Received Text
2023-01-22 12:09:31,(266) 960-3320,(161) 489-0973,26 minutes,Inbound Call
2023-01-22 17:33:14,(266) 960-3320,(161) 489-0973,40 minutes,Outbound Call
2023-01-24 14:48:15,(266) 960-3320,(161) 489-0973,288 characters,Sent Text
2023-01-25 18:10:13,(266) 960-3320,(161) 489-0973,283 characters,Received Text
2023-01-26 13:50:11,(266) 960-3320,(161) 489-0973,5.9 MB,Sent Media
2023-01-28 09:17:16,(266) 960-3320,(161) 489-0973,67 characters,Sent Text
2023-01-28 13:42:02,(266) 960-3320,(161) 489-0973,75 characters,Received Text
2023-01-29 13:38:51,(266) 960-3320,(161) 489-0973,212 characters,Sent Text
2023-01-30 12:24:49,(266) 960-3320,(161) 489-0973,17 minutes,Outbound Call
2023-01-31 15:23:00,(266) 960-3320,(161) 489-0973,95 minutes,Inbound Call
2023-02-01 16:11:15,(266) 960-3320,(161) 489-0973,1 minutes,Inbound Call
2023-02-01 21:46:25,(266) 960-3320,(161) 489-0973,45 minutes,Outbound Call
2023-02-04 21:12:37,(266) 960-3320,(161) 489-0973,139 characters,Sent Text
2023-02-09 17:22:50,(266) 960-3320,(161) 489-0973,39 characters,Received Text
2023-02-10 13:50:17,(266) 960-3320,(161) 489-0973,88 characters,Received Text
2023-02-11 13:50:35,(266) 960-3320,(161) 489-0973,331 characters,Received Text
2023-02-13 15:42:24,(266) 960-3320,(161) 489-0973,66 minutes,Inbound Call
2023-02-15 11:51:46,(266) 960-3320,(161) 489-0973,107 minutes,Inbound Call
2023-02-15 13:27:20,(266) 960-3320,(161) 489-0973,11 characters,Sent Text
2023-02-19 08:18:53,(266) 960-3320,(161) 489-0973,165 characters,Received Text
2023-02-20 20:17:03,(266) 960-3320,(161) 489-0973,26 minutes,Outbound Call
2023-02-22 17:25:47,(266) 960-3320,(161) 489-0973,96 minutes,Outbound Call
2023-02-23 08:41:45,(266) 960-3320,(161) 489-0973,334 characters,Sent Text
2023-02-23 09:14:31,(266) 960-3320,(161) 489-0973,95 minutes,Inbound Call
2023-02-23 09:17:18,(266) 960-3320,(161) 489-0973,73 minutes,Outbound Call
2023-02-23 17:22:42,(266) 960-3320,(161) 489-0973,11.5 MB,Received Media
2023-02-24 14:22:58,(266) 960-3320,(161) 489-0973,72 characters,Sent Text
2023-02-25 09:35:25,(266) 960-3320,(161) 489-0973,222 characters,Sent Text
2023-02-26 12:30:13,(266) 960-3320,(161) 489-0973,13 characters,Sent Text
2023-02-27 10:37:11,(266) 960-3320,(161) 489-0973,193 characters,Sent Text
2023-03-02 11:12:55,(266) 960-3320,(161) 489-0973,3.1 MB,Sent Media
2023-03-02 13:56:09,(266) 960-3320,(161) 489-0973,67 characters,Sent Text
2023-03-02 20:05:39,(266) 960-3320,(161) 489-0973,43 minutes,Outbound Call
2023-03-02 20:09:25,(266) 960-3320,(161) 489-0973,18 minutes,Inbound Call
2023-03-04 14:23:40,(266) 960-3320,(161) 489-0973,99 minutes,Inbound Call
2023-03-04 18:54:51,(266) 960-3320,(161) 489-0973,202 characters,Sent Text
2023-03-07 09:24:17,(266) 960-3320,(161) 489-0973,33 characters,Received Text
2023-03-08 18:45:30,(266) 960-3320,(161) 489-0973,95 characters,Received Text
2023-03-09 12:09:04,(266) 960-3320,(161) 489-0973,8 minutes,Outbound Call
2023-03-09 15:49:37,(266) 960-3320,(161) 489-0973,345 characters,Received Text
2023-03-10 12:38:58,(266) 960-3320,(161) 489-0973,6 minutes,Inbound Call
2023-03-10 15:33:07,(266) 960-3320,(161) 489-0973,290 characters,Received Text
2023-03-11 19:10:54,(266) 960-3320,(161) 489-0973,334 characters,Sent Text
2023-03-12 15:45:28,(266) 960-3320,(161) 489-0973,295 characters,Received Text
2023-03-13 11:16:05,(266) 960-3320,(161) 489-0973,33 minutes,Inbound Call
2023-03-13 20:08:41,(266) 960-3320,(161) 489-0973,39 characters,Sent Text
2023-03-14 11:14:53,(266) 960-3320,(161) 489-0973,172 characters,Sent Text
2023-03-16 16:12:41,(266) 960-3320,(161) 489-0973,241 characters,Received Text
2023-03-16 16:59:33,(266) 960-3320,(161) 489-0973,64 minutes,Outbound Call
2023-03-16 18:33:21,(266) 960-3320,(161) 489-0973,62 minutes,Inbound Call
2023-03-17 09:45:58,(266) 960-3320,(161) 489-0973,66 characters,Received Text
2023-03-17 11:12:04,(266) 960-3320,(161) 489-0973,3.0 MB,Sent Media
2023-03-20 19:15:01,(266) 960-3320,(161) 489-0973,16 minutes,Inbound Call
