date,description,amount,balance
2023-01-04 21:25:31,Foodr - Payment,$-97.80,"$15,601.18"
2023-01-16 10:48:14,Foodr - Payment,$-119.29,"$15,481.89"
2023-01-18 21:27:40,youGrocery - Payment,$-168.27,"$15,313.62"
2023-01-20 21:30:42,StrongLink - Payment,$-68.82,"$15,244.80"
2023-02-21 13:42:59,Foodr - Payment,$-84.70,"$15,160.10"
2023-02-22 20:02:42,AffordableHub - Payment,$-37.71,"$15,122.39"
2023-02-24 08:42:27,AffordableHub - Payment,$-90.42,"$15,031.97"
2023-02-26 08:10:02,Foodr - Payment,$-185.86,"$14,846.11"
2023-02-27 08:31:06,Foodr - Payment,$-112.44,"$14,733.67"
2023-02-28 21:41:42,Foodr - Payment,$-97.29,"$14,636.38"
2023-03-15 08:29:49,Foodr - Payment,$-124.59,"$14,511.79"
2023-04-03 21:00:03,StrongLink - Payment,$-81.23,"$14,430.56"
2023-04-04 15:16:28,Foodr - Payment,$-150.61,"$14,279.95"
2023-04-07 13:50:18,Fitr - Payment,$-36.83,"$14,243.12"
2023-04-12 15:13:46,Foodr - Payment,$-78.88,"$14,164.24"
2023-04-20 15:08:03,Foodr - Payment,$-185.36,"$13,978.88"
2023-04-27 19:10:50,Foodr - Payment,$-68.68,"$13,910.20"
2023-04-29 15:31:31,StrongLink - Payment,$-106.11,"$13,804.09"
2023-05-05 10:13:13,StrongLink - Payment,$-21.75,"$13,782.34"
2023-05-07 13:53:54,Foodr - Payment,$-76.50,"$13,705.84"
2023-05-12 20:28:41,Foodr - Payment,$-62.41,"$13,643.43"
2023-05-16 09:03:41,Foodr - Payment,$-105.11,"$13,538.32"
2023-06-01 09:16:42,youGrocery - Payment,$-23.59,"$13,514.73"
2023-06-05 08:22:32,Foodr - Payment,$-141.25,"$13,373.48"
2023-06-05 12:10:57,StrongLink - Payment,$-50.39,"$13,323.09"
2023-06-08 18:07:48,Fitr - Payment,$-50.10,"$13,272.99"
2023-06-26 16:24:05,Foodr - Payment,$-117.82,"$13,155.17"
2023-07-02 08:58:25,Healthn - Payment,$-191.80,"$12,963.37"
2023-07-05 18:58:47,Foodr - Payment,$-67.76,"$12,895.61"
2023-07-07 09:01:37,Foodr - Payment,$-58.43,"$12,837.18"
2023-08-01 19:27:19,Foodr - Payment,$-147.70,"$12,689.48"
2023-08-02 12:24:36,Healthn - Payment,$-193.81,"$12,495.67"
2023-08-09 14:45:18,Foodr - Payment,$-68.81,"$12,426.86"
2023-08-11 11:29:06,StrongLink - Payment,$-144.10,"$12,282.76"
2023-08-13 09:24:30,StrongLink - Payment,$-131.87,"$12,150.89"
2023-08-14 10:40:02,Flexin - Payment,$-106.46,"$12,044.43"
2023-08-16 18:00:01,StrongLink - Payment,$-123.57,"$11,920.86"
2023-08-22 13:31:48,Foodr - Payment,$-81.53,"$11,839.33"
2023-09-03 09:21:20,StrongLink - Payment,$-198.41,"$11,640.92"
2023-09-09 10:59:09,AffordableHub - Payment,$-76.60,"$11,564.32"
2023-09-27 09:02:26,StrongLink - Payment,$-41.46,"$11,522.86"
2023-10-03 08:55:47,StrongLink - Payment,$-121.43,"$11,401.43"
2023-10-29 15:28:11,Foodr - Payment,$-126.65,"$11,274.78"
2023-11-01 21:05:38,StrongLink - Payment,$-147.13,"$11,127.65"
2023-11-13 17:46:55,Foodr - Payment,$-62.94,"$11,064.71"
2023-11-14 21:28:39,youGrocery - Payment,$-139.47,"$10,925.24"
2023-11-16 15:19:15,Foodr - Payment,$-101.96,"$10,823.28"
2023-11-28 08:31:45,StrongLink - Payment,$-76.54,"$10,746.74"
2023-12-05 14:21:09,Fitr - Payment,$-85.59,"$10,661.15"
2023-12-08 10:28:17,StrongLink - Payment,$-33.99,"$10,627.16"
2023-12-13 10:13:05,Fitr - Payment,$-164.32,"$10,462.84"
2023-12-22 16:00:35,AffordableHub - Payment,$-132.10,"$10,330.74"
2023-12-24 12:09:39,StrongLink - Payment,$-44.57,"$10,286.17"
2023-12-25 15:41:43,StrongLink - Payment,$-87.67,"$10,198.50"
2023-12-31 09:20:43,Foodr - Payment,$-112.33,"$10,086.17"
2024-01-02 15:10:55,Foodr - Payment,$-57.65,"$10,028.52"
2024-01-04 08:14:16,StrongLink - Payment,$-36.20,"$9,886.11"
2024-01-04 09:01:03,Foodr - Payment,$-106.21,"$9,922.31"
2024-01-07 18:55:13,Foodr - Payment,$-73.89,"$9,812.22"
2024-01-14 13:48:38,Foodr - Payment,$-150.86,"$9,661.36"
2024-01-25 10:20:13,youGrocery - Payment,$-39.19,"$9,622.17"
2024-01-29 12:02:21,Foodr - Payment,$-98.38,"$9,523.79"
2024-02-24 12:12:20,StrongLink - Payment,$-157.58,"$9,366.21"
2024-02-27 14:30:46,youGrocery - Payment,$-160.10,"$9,206.11"
2024-03-05 10:50:50,youGrocery - Payment,$-116.16,"$9,089.95"
2024-03-13 16:01:49,Fitr - Payment,$-23.36,"$9,066.59"
2024-03-16 14:57:08,Fitr - Payment,$-112.95,"$8,953.64"
2024-03-19 12:20:48,Foodr - Payment,$-56.70,"$8,896.94"
2024-03-22 19:26:38,Foodr - Payment,$-75.68,"$8,821.26"
2024-03-24 16:57:33,Foodr - Payment,$-80.61,"$8,740.65"
2024-03-26 15:59:59,Foodr - Payment,$-123.30,"$8,617.35"
2024-04-08 10:21:14,Foodr - Payment,$-76.37,"$8,540.98"
2024-04-16 08:56:55,Foodr - Payment,$-128.53,"$8,412.45"
2024-04-22 15:09:52,StrongLink - Payment,$-139.36,"$8,273.09"
2024-04-24 13:09:03,StrongLink - Payment,$-34.50,"$8,174.02"
2024-04-24 21:41:32,Foodr - Payment,$-64.57,"$8,208.52"
2024-04-25 15:24:13,Foodr - Payment,$-43.14,"$8,130.88"
2024-05-01 19:38:36,Foodr - Payment,$-94.42,"$8,036.46"
2024-05-05 14:43:15,Foodr - Payment,$-172.33,"$7,864.13"
2024-05-24 17:56:57,StrongLink - Payment,$-128.66,"$7,735.47"
2024-05-29 18:43:00,StrongLink - Payment,$-101.23,"$7,634.24"
2024-06-03 21:06:22,Foodr - Payment,$-190.32,"$7,443.92"
2024-06-05 10:27:46,youGrocery - Payment,$-157.31,"$7,286.61"
2024-06-06 09:34:26,StrongLink - Payment,$-75.67,"$7,210.94"
2024-06-11 08:02:44,Foodr - Payment,$-23.96,"$7,186.98"
2024-06-14 21:51:26,StrongLink - Payment,$-152.80,"$7,034.18"
2024-06-15 14:47:52,StrongLink - Payment,$-82.49,"$6,951.69"
2024-06-17 17:49:47,StrongLink - Payment,$-150.11,"$6,801.58"
2024-06-26 14:47:02,youGrocery - Payment,$-116.31,"$6,685.27"
2024-07-09 12:10:22,StrongLink - Payment,$-161.88,"$6,523.39"
2024-07-14 15:03:16,Foodr - Payment,$-144.23,"$6,379.16"
2024-07-19 21:56:39,youGrocery - Payment,$-155.36,"$6,223.80"
2024-07-28 17:39:45,StrongLink - Payment,$-139.93,"$6,083.87"
2024-08-02 12:57:24,Foodr - Payment,$-182.11,"$5,901.76"
2024-08-12 21:25:45,Foodr - Payment,$-179.32,"$5,722.44"
