date,description,amount,balance
2023-01-03 19:33:50,youGrocery - Payment,$-135.31,"$45,417.53"
2023-01-04 20:46:32,Foodr - Payment,$-110.66,"$45,306.87"
2023-01-06 00:00:00,Purchase by youGrocery,"$1,000.00","$46,306.87"
2023-01-07 15:45:34,AffordableHub - Payment,$-27.90,"$46,278.97"
2023-01-08 14:22:02,AffordableHub - Payment,$-118.31,"$46,160.66"
2023-01-09 14:48:56,StrongLink - Payment,$-37.73,"$46,122.93"
2023-01-10 11:11:23,Foodr - Payment,$-31.79,"$46,091.14"
2023-01-13 00:00:00,Purchase by youGrocery,"$1,000.00","$47,091.14"
2023-01-14 09:52:01,StrongLink - Payment,$-47.24,"$46,914.38"
2023-01-14 21:11:52,Foodr - Payment,$-129.52,"$46,961.62"
2023-01-20 00:00:00,Purchase by youGrocery,"$1,000.00","$47,890.97"
2023-01-20 10:37:16,Foodr - Payment,$-23.41,"$46,890.97"
2023-01-26 12:20:31,StrongLink - Payment,$-32.40,"$47,858.57"
2023-01-27 00:00:00,Purchase by youGrocery,"$1,000.00","$48,583.69"
2023-01-27 09:08:44,Foodr - Payment,$-164.38,"$47,694.19"
2023-01-27 13:48:32,StrongLink - Payment,$-110.50,"$47,583.69"
2023-01-28 09:09:09,StrongLink - Payment,$-141.71,"$48,441.98"
2023-01-29 14:16:17,StrongLink - Payment,$-190.92,"$48,251.06"
2023-01-30 11:11:23,Foodr - Payment,$-179.10,"$48,071.96"
2023-02-03 00:00:00,Purchase by youGrocery,"$1,000.00","$49,026.72"
2023-02-03 11:54:50,AffordableHub - Payment,$-45.24,"$48,026.72"
2023-02-07 15:17:24,StrongLink - Payment,$-164.38,"$48,862.34"
2023-02-10 00:00:00,Purchase by youGrocery,"$1,000.00","$49,784.40"
2023-02-10 10:30:39,StrongLink - Payment,$-77.94,"$48,784.40"
2023-02-13 20:04:48,youGrocery - Payment,$-177.96,"$49,606.44"
2023-02-15 21:05:47,Foodr - Payment,$-31.49,"$49,574.95"
2023-02-17 00:00:00,Purchase by youGrocery,"$1,000.00","$50,574.95"
2023-02-24 00:00:00,Purchase by youGrocery,"$1,000.00","$51,438.75"
2023-02-24 09:41:24,StrongLink - Payment,$-136.20,"$50,438.75"
2023-02-26 10:44:16,StrongLink - Payment,$-150.94,"$51,287.81"
2023-02-27 20:44:00,Foodr - Payment,$-57.13,"$51,230.68"
2023-03-01 13:28:02,Foodr - Payment,$-119.76,"$51,110.92"
2023-03-02 10:39:04,Flexin - Payment,$-194.60,"$50,916.32"
2023-03-03 00:00:00,Purchase by youGrocery,"$1,000.00","$51,916.32"
2023-03-04 15:21:28,AffordableHub - Payment,$-173.39,"$51,742.93"
2023-03-07 09:54:29,Foodr - Payment,$-193.63,"$51,549.30"
2023-03-10 00:00:00,Purchase by youGrocery,"$1,000.00","$52,524.90"
2023-03-10 15:28:36,StrongLink - Payment,$-24.40,"$51,524.90"
2023-03-13 17:30:15,StrongLink - Payment,$-40.93,"$52,483.97"
2023-03-16 08:20:51,Foodr - Payment,$-28.12,"$52,455.85"
2023-03-17 00:00:00,Purchase by youGrocery,"$1,000.00","$53,322.89"
2023-03-17 12:41:12,Foodr - Payment,$-132.96,"$52,322.89"
2023-03-24 00:00:00,Purchase by youGrocery,"$1,000.00","$54,208.46"
2023-03-24 10:59:20,StrongLink - Payment,$-114.43,"$53,208.46"
2023-03-28 15:29:28,Foodr - Payment,$-92.70,"$54,115.76"
2023-03-31 00:00:00,Purchase by youGrocery,"$1,000.00","$54,984.22"
2023-03-31 13:14:59,Flexin - Payment,$-131.54,"$53,984.22"
2023-04-01 12:58:15,Foodr - Payment,$-32.47,"$54,951.75"
2023-04-07 00:00:00,Purchase by youGrocery,"$1,000.00","$55,951.75"
2023-04-08 10:28:43,Foodr - Payment,$-182.62,"$55,769.13"
2023-04-09 15:00:26,StrongLink - Payment,$-60.29,"$55,708.84"
2023-04-11 17:56:47,StrongLink - Payment,$-141.89,"$55,566.95"
2023-04-14 00:00:00,Purchase by youGrocery,"$1,000.00","$56,387.05"
2023-04-14 11:45:02,Fitr - Payment,$-179.90,"$55,387.05"
2023-04-17 13:37:44,Foodr - Payment,$-145.46,"$56,241.59"
2023-04-18 14:11:04,Healthn - Payment,$-148.29,"$56,093.30"
2023-04-21 00:00:00,Purchase by youGrocery,"$1,000.00","$57,093.30"
2023-04-23 08:49:37,Fitr - Payment,$-34.53,"$57,058.77"
2023-04-24 12:06:55,Foodr - Payment,$-64.23,"$56,994.54"
2023-04-28 00:00:00,Purchase by youGrocery,"$1,000.00","$57,781.30"
