date,description,amount,balance
2023-01-01 16:54:45,Flexin - Payment,$-37.88,"$45,925.87"
2023-01-05 18:00:54,Flexin - Payment,$-69.64,"$45,856.23"
2023-01-07 12:40:38,Fitr - Payment,$-164.96,"$45,691.27"
2023-01-08 18:50:03,Healthn - Payment,$-42.96,"$45,648.31"
2023-01-11 20:16:51,Fitr - Payment,$-66.61,"$45,581.70"
2023-01-12 21:06:49,AffordableHub - Payment,$-53.21,"$45,528.49"
2023-01-15 13:56:56,Foodr - Payment,$-198.58,"$45,329.91"
2023-01-15 20:12:25,Fitr - Payment,$-128.85,"$45,201.06"
2023-01-16 20:18:58,AffordableHub - Payment,$-56.60,"$45,144.46"
2023-01-17 19:22:44,Flexin - Payment,$-172.86,"$44,971.60"
2023-01-23 18:04:29,Fitr - Payment,$-110.36,"$44,861.24"
2023-01-24 10:01:38,AffordableHub - Payment,$-41.90,"$44,819.34"
2023-01-26 17:15:17,AffordableHub - Payment,$-170.30,"$44,649.04"
2023-01-27 12:09:16,Fitr - Payment,$-79.41,"$44,506.12"
2023-01-27 21:35:08,AffordableHub - Payment,$-63.51,"$44,585.53"
2023-01-31 10:51:55,youGrocery - Payment,$-195.65,"$44,310.47"
2023-02-04 11:17:44,AffordableHub - Payment,$-81.60,"$44,228.87"
2023-02-09 16:39:10,AffordableHub - Payment,$-152.17,"$44,076.70"
2023-02-09 21:58:24,Flexin - Payment,$-109.19,"$43,967.51"
2023-02-10 21:25:47,AffordableHub - Payment,$-39.53,"$43,927.98"
2023-02-14 15:54:40,Fitr - Payment,$-27.76,"$43,900.22"
2023-02-16 13:09:05,youGrocery - Payment,$-60.47,"$43,839.75"
2023-02-17 08:07:17,Fitr - Payment,$-94.86,"$43,720.93"
2023-02-17 11:16:55,youGrocery - Payment,$-23.96,"$43,815.79"
2023-02-18 10:43:54,Fitr - Payment,$-182.98,"$43,537.95"
2023-02-19 20:50:34,Fitr - Payment,$-78.57,"$43,459.38"
2023-02-22 08:37:44,AffordableHub - Payment,$-37.10,"$43,422.28"
2023-02-22 19:50:08,Flexin - Payment,$-124.53,"$43,297.75"
2023-02-23 12:30:12,Fitr - Payment,$-120.44,"$43,177.31"
2023-02-24 14:24:38,Fitr - Payment,$-50.81,"$43,126.50"
2023-03-01 10:41:27,Fitr - Payment,$-83.30,"$43,043.20"
2023-03-02 20:33:36,AffordableHub - Payment,$-188.10,"$42,855.10"
2023-03-03 18:39:59,AffordableHub - Payment,$-106.50,"$42,748.60"
2023-03-04 12:26:34,AffordableHub - Payment,$-47.22,"$42,701.38"
2023-03-06 20:23:57,Fitr - Payment,$-150.27,"$42,551.11"
2023-03-11 21:06:23,AffordableHub - Payment,$-43.73,"$42,507.38"
2023-03-13 10:59:57,AffordableHub - Payment,$-145.55,"$42,361.83"
2023-03-16 17:16:26,Fitr - Payment,$-109.33,"$42,252.50"
2023-03-17 11:50:11,Fitr - Payment,$-87.54,"$42,164.96"
2023-03-18 11:40:52,Fitr - Payment,$-199.42,"$41,965.54"
2023-03-23 20:58:15,AffordableHub - Payment,$-21.91,"$41,943.63"
2023-03-24 10:33:38,AffordableHub - Payment,$-160.41,"$41,783.22"
2023-04-03 12:22:09,youGrocery - Payment,$-191.39,"$41,591.83"
2023-04-05 16:43:29,Fitr - Payment,$-190.41,"$41,401.42"
2023-04-12 10:02:16,StrongLink - Payment,$-23.31,"$41,378.11"
2023-04-16 17:03:19,AffordableHub - Payment,$-138.10,"$41,240.01"
2023-04-17 08:34:49,Fitr - Payment,$-191.14,"$41,048.87"
2023-04-18 19:30:13,Fitr - Payment,$-56.93,"$40,991.94"
2023-04-21 15:12:15,Fitr - Payment,$-199.94,"$40,792.00"
2023-04-25 09:03:11,Flexin - Payment,$-177.96,"$40,614.04"
2023-04-26 09:05:10,AffordableHub - Payment,$-65.17,"$40,548.87"
2023-05-02 09:33:06,Flexin - Payment,$-138.40,"$40,410.47"
2023-05-08 21:53:51,Flexin - Payment,$-189.76,"$40,220.71"
2023-05-10 11:22:09,StrongLink - Payment,$-144.74,"$39,885.66"
2023-05-10 12:35:06,AffordableHub - Payment,$-190.31,"$40,030.40"
2023-05-11 18:20:30,AffordableHub - Payment,$-185.50,"$39,700.16"
2023-05-12 21:06:19,Fitr - Payment,$-40.17,"$39,659.99"
2023-05-15 20:47:02,Fitr - Payment,$-126.73,"$39,533.26"
2023-05-16 21:07:11,Foodr - Payment,$-134.74,"$39,398.52"
2023-05-22 13:04:58,AffordableHub - Payment,$-188.70,"$39,209.82"
2023-05-30 18:10:09,AffordableHub - Payment,$-72.41,"$39,137.41"
2023-06-02 18:26:57,Fitr - Payment,$-69.53,"$39,067.88"
2023-06-06 20:46:44,AffordableHub - Payment,$-114.54,"$38,953.34"
2023-06-08 09:39:11,StrongLink - Payment,$-30.40,"$38,922.94"
2023-06-09 21:49:17,AffordableHub - Payment,$-155.27,"$38,767.67"
2023-06-11 09:57:52,Fitr - Payment,$-37.53,"$38,598.39"
2023-06-11 21:19:52,youGrocery - Payment,$-131.75,"$38,635.92"
2023-06-15 10:21:16,Fitr - Payment,$-141.41,"$38,456.98"
2023-06-16 20:49:03,Fitr - Payment,$-194.16,"$38,262.82"
2023-06-23 13:39:43,Foodr - Payment,$-123.10,"$38,139.72"
2023-06-26 11:43:35,Fitr - Payment,$-163.62,"$37,976.10"
2023-07-05 17:43:23,Fitr - Payment,$-92.99,"$37,883.11"
2023-07-14 16:12:12,Fitr - Payment,$-103.76,"$37,779.35"
2023-07-19 08:38:43,AffordableHub - Payment,$-84.43,"$37,694.92"
2023-07-22 13:58:46,AffordableHub - Payment,$-195.44,"$37,499.48"
2023-07-23 08:52:48,Fitr - Payment,$-145.26,"$37,354.22"
2023-07-26 11:27:16,AffordableHub - Payment,$-25.50,"$37,328.72"
2023-07-27 21:35:27,Fitr - Payment,$-78.77,"$37,249.95"
2023-08-02 15:04:43,AffordableHub - Payment,$-176.47,"$37,073.48"
2023-08-03 12:10:02,AffordableHub - Payment,$-21.58,"$37,051.90"
2023-08-04 13:40:54,Foodr - Payment,$-148.41,"$36,903.49"
2023-08-04 20:02:29,Fitr - Payment,$-34.33,"$36,869.16"
2023-08-06 08:11:26,AffordableHub - Payment,$-70.27,"$36,798.89"
2023-08-07 11:30:11,Fitr - Payment,$-149.20,"$36,649.69"
2023-08-12 11:17:34,AffordableHub - Payment,$-145.65,"$36,504.04"
2023-08-13 21:24:51,Fitr - Payment,$-22.76,"$36,481.28"
2023-08-14 20:39:04,Flexin - Payment,$-60.16,"$36,421.12"
2023-08-15 13:07:25,AffordableHub - Payment,$-79.79,"$36,341.33"
2023-08-22 19:58:10,Fitr - Payment,$-99.95,"$36,241.38"
2023-08-24 09:51:52,AffordableHub - Payment,$-34.80,"$36,206.58"
2023-08-30 19:55:56,Fitr - Payment,$-155.75,"$36,050.83"
2023-09-04 13:45:28,Fitr - Payment,$-199.66,"$35,851.17"
2023-09-05 11:08:58,Foodr - Payment,$-110.29,"$35,740.88"
2023-09-06 20:46:05,AffordableHub - Payment,$-34.91,"$35,705.97"
2023-09-09 20:01:02,AffordableHub - Payment,$-146.79,"$35,559.18"
2023-09-12 18:16:04,Fitr - Payment,$-22.68,"$35,536.50"
2023-09-14 14:28:29,AffordableHub - Payment,$-161.15,"$35,375.35"
2023-09-15 12:04:48,youGrocery - Payment,$-67.57,"$35,307.78"
2023-09-19 19:31:26,AffordableHub - Payment,$-34.80,"$35,272.98"
2023-09-20 12:46:53,Fitr - Payment,$-110.39,"$35,162.59"
2023-09-21 17:09:29,Foodr - Payment,$-33.68,"$35,128.91"
2023-09-22 08:44:30,AffordableHub - Payment,$-102.45,"$35,026.46"
2023-09-26 11:37:27,AffordableHub - Payment,$-160.93,"$34,865.53"
2023-09-28 13:58:43,Fitr - Payment,$-191.82,"$34,570.99"
2023-09-28 21:09:19,youGrocery - Payment,$-102.72,"$34,762.81"
2023-09-30 17:51:34,Flexin - Payment,$-104.17,"$34,466.82"
2023-10-02 16:32:25,Flexin - Payment,$-177.35,"$34,289.47"
2023-10-05 15:10:17,Fitr - Payment,$-186.50,"$34,102.97"
2023-10-07 12:38:50,youGrocery - Payment,$-104.88,"$33,998.09"
2023-10-09 14:25:55,Fitr - Payment,$-125.61,"$33,872.48"
2023-10-11 12:35:25,Fitr - Payment,$-126.84,"$33,745.64"
