date,description,amount,balance
2023-01-08 20:37:48,youGrocery - Payment,$-50.53,"$31,327.65"
2023-01-09 12:05:39,StrongLink - Payment,$-41.99,"$31,285.66"
2023-01-10 14:54:58,Flexin - Payment,$-70.71,"$31,214.95"
2023-01-12 20:21:41,AffordableHub - Payment,$-114.80,"$31,100.15"
2023-01-13 11:00:23,Flexin - Payment,$-195.66,"$30,816.00"
2023-01-13 17:13:49,youGrocery - Payment,$-88.49,"$31,011.66"
2023-01-14 13:22:29,Flexin - Payment,$-140.93,"$30,675.07"
2023-01-18 16:33:57,Flexin - Payment,$-52.49,"$30,622.58"
2023-01-19 21:10:44,Flexin - Payment,$-68.17,"$30,554.41"
2023-01-21 15:35:57,Flexin - Payment,$-39.50,"$30,514.91"
2023-01-26 20:55:40,Fitr - Payment,$-195.20,"$30,319.71"
2023-02-01 19:43:03,StrongLink - Payment,$-26.91,"$30,292.80"
2023-02-02 20:29:55,Flexin - Payment,$-76.91,"$30,215.89"
2023-02-06 11:16:30,Fitr - Payment,$-75.54,"$30,140.35"
2023-02-07 09:59:53,Flexin - Payment,$-116.61,"$30,023.74"
2023-02-08 08:20:26,Flexin - Payment,$-127.35,"$29,896.39"
2023-02-15 16:44:09,Flexin - Payment,$-105.90,"$29,790.49"
2023-02-18 21:22:51,Flexin - Payment,$-133.60,"$29,656.89"
2023-02-23 13:27:32,youGrocery - Payment,$-63.35,"$29,593.54"
2023-02-25 20:23:28,Flexin - Payment,$-185.47,"$29,408.07"
2023-02-26 10:53:24,Flexin - Payment,$-137.40,"$29,270.67"
2023-02-27 20:43:47,youGrocery - Payment,$-118.95,"$29,151.72"
2023-03-01 16:27:17,Fitr - Payment,$-176.87,"$28,974.85"
2023-03-03 12:55:58,Flexin - Payment,$-145.36,"$28,652.24"
2023-03-03 20:58:44,youGrocery - Payment,$-177.25,"$28,797.60"
2023-03-04 17:33:45,Flexin - Payment,$-153.34,"$28,498.90"
2023-03-13 08:53:39,Flexin - Payment,$-57.46,"$28,441.44"
2023-03-15 13:49:02,Flexin - Payment,$-156.14,"$28,285.30"
2023-03-17 08:12:01,Flexin - Payment,$-26.52,"$28,120.22"
2023-03-17 08:41:20,youGrocery - Payment,$-138.56,"$28,146.74"
2023-03-18 09:44:28,youGrocery - Payment,$-192.81,"$27,927.41"
2023-03-20 08:39:22,Flexin - Payment,$-118.70,"$27,808.71"
2023-03-23 21:10:16,youGrocery - Payment,$-116.43,"$27,692.28"
2023-03-25 16:17:45,youGrocery - Payment,$-162.88,"$27,529.40"
2023-04-07 12:41:14,StrongLink - Payment,$-152.24,"$27,281.36"
2023-04-07 20:24:22,youGrocery - Payment,$-95.80,"$27,433.60"
2023-04-09 15:49:42,Flexin - Payment,$-120.78,"$27,160.58"
2023-04-10 14:36:20,Fitr - Payment,$-129.67,"$27,030.91"
2023-04-11 09:39:44,Foodr - Payment,$-163.16,"$26,867.75"
2023-04-15 09:57:23,StrongLink - Payment,$-154.37,"$26,538.39"
2023-04-15 14:36:14,youGrocery - Payment,$-174.99,"$26,692.76"
2023-04-17 19:17:51,youGrocery - Payment,$-60.55,"$26,477.84"
2023-04-25 10:44:53,AffordableHub - Payment,$-138.80,"$26,339.04"
2023-04-30 21:43:07,youGrocery - Payment,$-99.15,"$26,239.89"
2023-05-01 10:28:47,Flexin - Payment,$-89.65,"$26,150.24"
2023-05-04 11:15:57,youGrocery - Payment,$-57.10,"$26,093.14"
2023-05-04 16:05:59,Flexin - Payment,$-99.62,"$25,993.52"
2023-05-08 12:08:15,StrongLink - Payment,$-159.62,"$25,833.90"
2023-05-12 12:58:56,Flexin - Payment,$-191.30,"$25,642.60"
2023-05-13 17:47:05,Flexin - Payment,$-88.94,"$25,553.66"
2023-05-16 11:27:32,Flexin - Payment,$-119.84,"$25,433.82"
2023-05-18 14:40:38,Flexin - Payment,$-150.41,"$25,283.41"
2023-05-22 21:05:33,Fitr - Payment,$-168.79,"$25,114.62"
2023-05-23 20:41:26,Flexin - Payment,$-152.54,"$24,962.08"
2023-05-28 13:41:11,AffordableHub - Payment,$-26.40,"$24,935.68"
2023-05-29 14:03:10,StrongLink - Payment,$-160.43,"$24,775.25"
2023-05-30 16:22:56,Flexin - Payment,$-159.20,"$24,616.05"
2023-06-06 18:41:42,youGrocery - Payment,$-141.59,"$24,474.46"
2023-06-08 08:24:09,Flexin - Payment,$-111.45,"$24,363.01"
2023-06-09 19:22:08,Flexin - Payment,$-190.70,"$24,172.31"
2023-06-11 18:52:48,Flexin - Payment,$-171.28,"$24,001.03"
2023-06-13 08:24:49,Flexin - Payment,$-40.38,"$23,960.65"
2023-06-19 19:59:27,StrongLink - Payment,$-154.79,"$23,805.86"
2023-06-21 15:21:36,Flexin - Payment,$-64.72,"$23,741.14"
2023-06-25 19:40:03,Flexin - Payment,$-153.18,"$23,587.96"
2023-06-26 20:16:06,Flexin - Payment,$-192.28,"$23,395.68"
2023-06-27 11:50:09,Flexin - Payment,$-195.45,"$23,200.23"
2023-06-28 10:08:14,Fitr - Payment,$-95.77,"$23,104.46"
2023-07-01 19:16:33,Flexin - Payment,$-129.24,"$22,975.22"
2023-07-02 15:58:41,Foodr - Payment,$-38.16,"$22,937.06"
2023-07-06 10:17:27,youGrocery - Payment,$-121.37,"$22,815.69"
2023-07-06 13:34:40,Flexin - Payment,$-58.88,"$22,756.81"
2023-07-08 20:58:00,Foodr - Payment,$-82.87,"$22,673.94"
