date,description,amount,balance
2023-01-05 16:10:37,Flexin - Payment,$-152.35,"$14,750.62"
2023-01-06 00:00:00,Purchase by youGrocery,"$1,000.00","$15,750.62"
2023-01-07 18:28:37,Fitr - Payment,$-174.90,"$15,575.72"
2023-01-13 00:00:00,Purchase by youGrocery,"$1,000.00","$16,457.80"
2023-01-13 09:28:58,Fitr - Payment,$-117.92,"$15,457.80"
2023-01-14 14:58:58,Fitr - Payment,$-134.70,"$16,198.90"
2023-01-14 19:01:43,Healthn - Payment,$-124.20,"$16,333.60"
2023-01-17 21:43:49,Fitr - Payment,$-159.49,"$16,039.41"
2023-01-18 20:46:37,Fitr - Payment,$-159.56,"$15,879.85"
2023-01-19 16:57:27,Fitr - Payment,$-32.14,"$15,847.71"
2023-01-20 00:00:00,Purchase by youGrocery,"$1,000.00","$16,812.72"
2023-01-20 21:16:55,Fitr - Payment,$-34.99,"$15,812.72"
2023-01-21 21:53:27,Fitr - Payment,$-153.50,"$16,659.22"
2023-01-25 14:01:26,Fitr - Payment,$-90.92,"$16,568.30"
2023-01-26 08:14:00,youGrocery - Payment,$-142.68,"$16,425.62"
2023-01-27 00:00:00,Purchase by youGrocery,"$1,000.00","$17,288.74"
2023-01-27 13:18:25,Fitr - Payment,$-136.88,"$16,288.74"
2023-01-31 13:04:57,AffordableHub - Payment,$-175.94,"$17,112.80"
2023-02-02 20:27:28,AffordableHub - Payment,$-79.11,"$17,033.69"
2023-02-03 00:00:00,Purchase by youGrocery,"$1,000.00","$17,999.71"
2023-02-03 14:28:34,youGrocery - Payment,$-33.98,"$16,999.71"
2023-02-05 10:24:38,Fitr - Payment,$-89.85,"$17,909.86"
2023-02-09 08:24:55,AffordableHub - Payment,$-110.53,"$17,799.33"
2023-02-10 00:00:00,Purchase by youGrocery,"$1,000.00","$18,799.33"
2023-02-11 11:28:19,Fitr - Payment,$-128.80,"$18,670.53"
2023-02-17 00:00:00,Purchase by youGrocery,"$1,000.00","$19,670.53"
2023-02-18 08:43:35,Flexin - Payment,$-60.17,"$19,610.36"
2023-02-19 16:57:39,AffordableHub - Payment,$-26.61,"$19,583.75"
2023-02-22 12:14:54,Flexin - Payment,$-56.30,"$19,527.45"
2023-02-24 00:00:00,Purchase by youGrocery,"$1,000.00","$20,527.45"
2023-02-25 16:56:59,StrongLink - Payment,$-59.10,"$20,468.35"
2023-03-02 19:20:25,Fitr - Payment,$-21.58,"$20,446.77"
2023-03-03 00:00:00,Purchase by youGrocery,"$1,000.00","$21,446.77"
2023-03-05 21:32:46,Fitr - Payment,$-76.48,"$21,370.29"
2023-03-07 09:28:04,AffordableHub - Payment,$-61.30,"$21,308.99"
2023-03-08 11:41:53,Fitr - Payment,$-102.86,"$21,206.13"
2023-03-10 00:00:00,Purchase by youGrocery,"$1,000.00","$22,206.13"
2023-03-14 21:23:55,Foodr - Payment,$-109.12,"$22,097.01"
2023-03-15 16:38:04,StrongLink - Payment,$-35.95,"$22,061.06"
2023-03-17 00:00:00,Purchase by youGrocery,"$1,000.00","$23,061.06"
2023-03-21 08:11:27,Healthn - Payment,$-154.15,"$22,906.91"
2023-03-22 11:37:01,Flexin - Payment,$-127.79,"$22,779.12"
2023-03-24 00:00:00,Purchase by youGrocery,"$1,000.00","$23,779.12"
2023-03-25 12:52:07,StrongLink - Payment,$-157.62,"$23,621.50"
2023-03-26 11:32:35,Fitr - Payment,$-44.28,"$23,577.22"
2023-03-29 09:31:49,Fitr - Payment,$-179.67,"$23,397.55"
2023-03-30 13:50:09,AffordableHub - Payment,$-108.73,"$23,288.82"
2023-03-31 00:00:00,Purchase by youGrocery,"$1,000.00","$24,236.22"
2023-03-31 11:01:51,Fitr - Payment,$-52.60,"$23,236.22"
2023-04-06 16:21:39,Fitr - Payment,$-36.50,"$24,199.72"
2023-04-07 00:00:00,Purchase by youGrocery,"$1,000.00","$25,068.02"
2023-04-07 09:25:57,Fitr - Payment,$-131.70,"$24,068.02"
