date,description,amount,balance
2023-01-01 21:53:19,Fitr - Payment,$-39.79,"$49,471.25"
2023-01-02 17:02:42,youGrocery - Payment,$-93.59,"$49,377.66"
2023-01-03 13:39:35,StrongLink - Payment,$-118.16,"$49,259.50"
2023-01-06 00:00:00,Purchase by Foodr,"$1,000.00","$50,259.50"
2023-01-08 11:40:13,Foodr - Payment,$-41.86,"$50,217.64"
2023-01-08 15:55:49,StrongLink - Payment,$-97.79,"$50,119.85"
2023-01-09 17:28:28,StrongLink - Payment,$-84.17,"$50,035.68"
2023-01-13 00:00:00,Purchase by Foodr,"$1,000.00","$51,035.68"
2023-01-17 09:32:15,StrongLink - Payment,$-123.33,"$50,912.35"
2023-01-18 14:48:14,Flexin - Payment,$-160.24,"$50,752.11"
2023-01-19 13:08:05,Healthn - Payment,$-32.65,"$50,719.46"
2023-01-20 00:00:00,Purchase by Foodr,"$1,000.00","$51,719.46"
2023-01-25 12:25:09,StrongLink - Payment,$-34.94,"$51,684.52"
2023-01-27 00:00:00,Purchase by Foodr,"$1,000.00","$52,684.52"
2023-01-28 15:10:47,AffordableHub - Payment,$-54.73,"$52,629.79"
2023-01-30 18:12:06,StrongLink - Payment,$-142.81,"$52,486.98"
2023-01-31 12:24:29,Foodr - Payment,$-140.37,"$52,346.61"
2023-02-01 16:37:09,youGrocery - Payment,$-157.90,"$52,188.71"
2023-02-01 20:22:35,StrongLink - Payment,$-47.16,"$52,141.55"
2023-02-02 13:51:03,StrongLink - Payment,$-129.62,"$52,011.93"
2023-02-03 00:00:00,Purchase by Foodr,"$1,000.00","$53,011.93"
2023-02-04 20:43:02,StrongLink - Payment,$-78.71,"$52,933.22"
2023-02-05 09:52:05,Foodr - Payment,$-62.49,"$52,870.73"
2023-02-07 14:36:26,Foodr - Payment,$-109.90,"$52,760.83"
2023-02-10 00:00:00,Purchase by Foodr,"$1,000.00","$53,580.52"
2023-02-10 17:07:24,Flexin - Payment,$-180.31,"$52,580.52"
2023-02-11 11:19:48,StrongLink - Payment,$-59.25,"$53,521.27"
2023-02-13 20:44:54,Fitr - Payment,$-148.83,"$53,372.44"
2023-02-14 21:25:01,StrongLink - Payment,$-113.88,"$53,258.56"
2023-02-16 19:01:50,StrongLink - Payment,$-127.99,"$53,130.57"
2023-02-17 00:00:00,Purchase by Foodr,"$1,000.00","$54,064.83"
2023-02-17 08:34:12,StrongLink - Payment,$-65.74,"$53,064.83"
2023-02-20 17:26:44,StrongLink - Payment,$-89.36,"$53,975.47"
2023-02-22 10:48:53,StrongLink - Payment,$-35.28,"$53,790.39"
2023-02-22 17:24:22,Foodr - Payment,$-149.80,"$53,825.67"
2023-02-24 00:00:00,Purchase by Foodr,"$1,000.00","$54,790.39"
2023-02-26 11:10:16,Foodr - Payment,$-96.57,"$54,693.82"
2023-02-27 12:02:11,StrongLink - Payment,$-149.20,"$54,544.62"
2023-02-28 12:54:03,StrongLink - Payment,$-68.00,"$54,476.62"
2023-03-01 12:32:41,StrongLink - Payment,$-114.67,"$54,361.95"
2023-03-03 00:00:00,Purchase by Foodr,"$1,000.00","$55,361.95"
2023-03-04 20:31:25,StrongLink - Payment,$-41.63,"$55,320.32"
2023-03-07 15:05:31,StrongLink - Payment,$-157.15,"$55,163.17"
2023-03-09 18:04:49,StrongLink - Payment,$-73.79,"$55,089.38"
2023-03-10 00:00:00,Purchase by Foodr,"$1,000.00","$56,089.38"
2023-03-11 15:44:16,Fitr - Payment,$-77.18,"$56,012.20"
2023-03-13 17:15:26,StrongLink - Payment,$-105.13,"$55,907.07"
2023-03-17 00:00:00,Purchase by Foodr,"$1,000.00","$56,907.07"
2023-03-19 21:30:13,StrongLink - Payment,$-171.57,"$56,735.50"
2023-03-23 10:42:37,Foodr - Payment,$-75.62,"$56,659.88"
2023-03-24 00:00:00,Purchase by Foodr,"$1,000.00","$57,659.88"
2023-03-25 12:38:42,StrongLink - Payment,$-58.38,"$57,601.50"
2023-03-27 09:50:05,StrongLink - Payment,$-138.47,"$57,463.03"
2023-03-28 09:18:47,StrongLink - Payment,$-49.73,"$57,413.30"
2023-03-31 00:00:00,Purchase by Foodr,"$1,000.00","$58,413.30"
2023-04-01 16:00:00,Foodr - Payment,$-142.62,"$58,270.68"
2023-04-03 09:56:49,StrongLink - Payment,$-34.83,"$58,235.85"
2023-04-04 08:52:30,StrongLink - Payment,$-168.89,"$58,066.96"
2023-04-05 14:39:55,StrongLink - Payment,$-184.83,"$57,882.13"
2023-04-07 00:00:00,Purchase by Foodr,"$1,000.00","$58,847.52"
2023-04-07 11:42:22,Foodr - Payment,$-34.61,"$57,847.52"
2023-04-14 00:00:00,Purchase by Foodr,"$1,000.00","$59,710.95"
2023-04-14 21:08:52,Flexin - Payment,$-136.57,"$58,710.95"
2023-04-15 21:29:07,StrongLink - Payment,$-118.54,"$59,592.41"
2023-04-16 13:14:53,Foodr - Payment,$-37.82,"$59,554.59"
2023-04-20 21:17:39,Foodr - Payment,$-197.68,"$59,356.91"
2023-04-21 00:00:00,Purchase by Foodr,"$1,000.00","$60,356.91"
2023-04-28 00:00:00,Purchase by Foodr,"$1,000.00","$61,356.91"
2023-05-01 18:11:01,Fitr - Payment,$-92.24,"$61,264.67"
2023-05-02 12:20:10,StrongLink - Payment,$-120.40,"$61,144.27"
2023-05-05 00:00:00,Purchase by Foodr,"$1,000.00","$62,144.27"
2023-05-07 10:00:42,Foodr - Payment,$-84.83,"$62,059.44"
2023-05-10 17:36:17,StrongLink - Payment,$-183.12,"$61,876.32"
2023-05-12 00:00:00,Purchase by Foodr,"$1,000.00","$62,739.51"
2023-05-12 10:53:35,StrongLink - Payment,$-90.32,"$61,739.51"
2023-05-12 14:45:39,Foodr - Payment,$-46.49,"$61,829.83"
2023-05-15 15:48:52,StrongLink - Payment,$-162.13,"$62,577.38"
2023-05-19 00:00:00,Purchase by Foodr,"$1,000.00","$63,458.11"
2023-05-19 08:58:00,Foodr - Payment,$-119.27,"$62,458.11"
2023-05-22 20:13:42,Flexin - Payment,$-91.92,"$63,366.19"
2023-05-26 00:00:00,Purchase by Foodr,"$1,000.00","$64,366.19"
2023-05-29 15:19:57,StrongLink - Payment,$-157.57,"$64,208.62"
2023-06-01 21:34:48,StrongLink - Payment,$-73.81,"$64,134.81"
2023-06-02 00:00:00,Purchase by Foodr,"$1,000.00","$64,940.21"
2023-06-02 21:26:54,AffordableHub - Payment,$-194.60,"$63,940.21"
2023-06-07 17:48:34,Fitr - Payment,$-174.27,"$64,765.94"
2023-06-09 00:00:00,Purchase by Foodr,"$1,000.00","$65,765.94"
2023-06-10 18:56:15,AffordableHub - Payment,$-69.93,"$65,696.01"
2023-06-13 17:49:44,StrongLink - Payment,$-87.83,"$65,608.18"
2023-06-15 21:56:16,StrongLink - Payment,$-133.47,"$65,474.71"
2023-06-16 00:00:00,Purchase by Foodr,"$1,000.00","$66,474.71"
2023-06-19 21:33:26,StrongLink - Payment,$-80.42,"$66,394.29"
2023-06-20 08:08:33,StrongLink - Payment,$-35.92,"$66,358.37"
2023-06-22 21:41:17,StrongLink - Payment,$-24.75,"$66,333.62"
2023-06-23 00:00:00,Purchase by Foodr,"$1,000.00","$67,333.62"
2023-06-24 12:58:43,StrongLink - Payment,$-22.82,"$67,310.80"
2023-06-26 12:51:34,Fitr - Payment,$-159.68,"$67,151.12"
2023-06-30 00:00:00,Purchase by Foodr,"$1,000.00","$68,151.12"
2023-07-04 13:54:00,StrongLink - Payment,$-34.30,"$68,116.82"
2023-07-05 15:25:18,StrongLink - Payment,$-91.90,"$68,024.92"
2023-07-07 00:00:00,Purchase by Foodr,"$1,000.00","$68,941.25"
2023-07-07 14:40:29,StrongLink - Payment,$-83.67,"$67,941.25"
2023-07-10 10:56:13,Flexin - Payment,$-104.87,"$68,706.23"
2023-07-10 11:13:25,Foodr - Payment,$-130.15,"$68,811.10"
2023-07-11 12:43:04,StrongLink - Payment,$-115.70,"$68,590.53"
2023-07-13 10:43:57,StrongLink - Payment,$-167.38,"$68,423.15"
2023-07-14 00:00:00,Purchase by Foodr,"$1,000.00","$69,366.84"
2023-07-14 11:53:24,StrongLink - Payment,$-56.31,"$68,366.84"
2023-07-15 09:36:26,Fitr - Payment,$-41.30,"$69,325.54"
2023-07-17 13:04:52,Fitr - Payment,$-53.93,"$69,271.61"
2023-07-19 11:03:41,Fitr - Payment,$-183.43,"$69,088.18"
2023-07-21 00:00:00,Purchase by Foodr,"$1,000.00","$70,088.18"
2023-07-23 19:47:18,Foodr - Payment,$-59.58,"$70,028.60"
2023-07-25 17:14:39,Foodr - Payment,$-125.61,"$69,902.99"
2023-07-28 00:00:00,Purchase by Foodr,"$1,000.00","$70,725.48"
2023-07-28 12:33:49,Flexin - Payment,$-177.51,"$69,725.48"
2023-07-29 21:56:10,StrongLink - Payment,$-112.92,"$70,612.56"
2023-08-01 14:58:37,StrongLink - Payment,$-142.51,"$70,470.05"
2023-08-02 12:50:07,StrongLink - Payment,$-75.31,"$70,394.74"
2023-08-03 14:20:55,StrongLink - Payment,$-189.40,"$70,205.34"
2023-08-04 00:00:00,Purchase by Foodr,"$1,000.00","$71,205.34"
2023-08-06 21:48:49,Foodr - Payment,$-152.88,"$71,052.46"
2023-08-07 16:36:52,StrongLink - Payment,$-40.26,"$71,012.20"
2023-08-09 13:57:01,Foodr - Payment,$-167.48,"$70,844.72"
2023-08-11 00:00:00,Purchase by Foodr,"$1,000.00","$71,844.72"
2023-08-12 19:10:42,Foodr - Payment,$-116.21,"$71,728.51"
2023-08-13 12:04:11,StrongLink - Payment,$-147.20,"$71,581.31"
2023-08-17 11:10:44,StrongLink - Payment,$-170.83,"$71,410.48"
2023-08-18 00:00:00,Purchase by Foodr,"$1,000.00","$72,410.48"
2023-08-25 00:00:00,Purchase by Foodr,"$1,000.00","$73,291.58"
2023-08-25 15:22:34,StrongLink - Payment,$-118.90,"$72,291.58"
2023-08-26 18:47:13,StrongLink - Payment,$-143.25,"$73,148.33"
2023-08-29 12:38:00,StrongLink - Payment,$-178.88,"$72,859.14"
2023-08-29 13:09:01,Foodr - Payment,$-110.31,"$73,038.02"
2023-08-30 21:55:11,StrongLink - Payment,$-80.30,"$72,778.84"
2023-08-31 14:53:35,StrongLink - Payment,$-150.46,"$72,628.38"
2023-09-01 00:00:00,Purchase by Foodr,"$1,000.00","$73,628.38"
2023-09-04 18:44:23,StrongLink - Payment,$-141.35,"$73,487.03"
2023-09-05 09:48:25,StrongLink - Payment,$-137.14,"$73,349.89"
2023-09-07 09:20:55,Foodr - Payment,$-172.96,"$73,176.93"
2023-09-08 00:00:00,Purchase by Foodr,"$1,000.00","$74,176.93"
2023-09-12 18:26:03,StrongLink - Payment,$-61.30,"$74,115.63"
2023-09-13 10:44:06,Foodr - Payment,$-85.41,"$74,030.22"
2023-09-15 00:00:00,Purchase by Foodr,"$1,000.00","$75,030.22"
2023-09-21 14:47:09,Foodr - Payment,$-177.23,"$74,852.99"
2023-09-22 00:00:00,Purchase by Foodr,"$1,000.00","$75,852.99"
2023-09-23 17:11:11,StrongLink - Payment,$-77.89,"$75,775.10"
2023-09-25 16:13:03,StrongLink - Payment,$-38.33,"$75,736.77"
2023-09-26 11:33:03,StrongLink - Payment,$-94.19,"$75,642.58"
2023-09-28 21:44:59,StrongLink - Payment,$-139.25,"$75,503.33"
2023-09-29 00:00:00,Purchase by Foodr,"$1,000.00","$76,503.33"
2023-10-01 17:09:59,StrongLink - Payment,$-147.40,"$76,355.93"
2023-10-02 12:43:20,StrongLink - Payment,$-115.85,"$76,240.08"
