date,description,amount,balance
2023-01-02 18:28:53,Foodr - Payment,$-182.21,"$4,358.99"
2023-01-08 08:31:30,Flexin - Payment,$-174.96,"$4,184.03"
2023-01-13 21:46:23,Flexin - Payment,$-28.83,"$4,155.20"
2023-01-16 21:52:02,youGrocery - Payment,$-103.70,"$4,051.50"
2023-01-20 13:09:00,Foodr - Payment,$-183.72,"$3,867.78"
2023-01-26 15:40:39,Flexin - Payment,$-185.70,"$3,682.08"
2023-01-27 12:43:34,Flexin - Payment,$-69.78,"$3,612.30"
2023-01-29 15:02:40,Healthn - Payment,$-190.37,"$3,421.93"
2023-01-30 19:01:05,Flexin - Payment,$-81.91,"$3,340.02"
2023-02-12 15:56:59,Foodr - Payment,$-194.80,"$3,145.22"
2023-02-13 09:41:10,Flexin - Payment,$-63.20,"$3,082.02"
2023-02-16 13:03:59,Foodr - Payment,$-55.37,"$3,026.65"
2023-02-17 10:42:45,Foodr - Payment,$-72.98,"$2,953.67"
2023-02-18 14:13:03,AffordableHub - Payment,$-138.79,"$2,814.88"
2023-02-19 20:27:24,Flexin - Payment,$-146.83,"$2,668.05"
2023-02-22 09:26:41,Flexin - Payment,$-49.25,"$2,618.80"
2023-02-28 21:56:25,Flexin - Payment,$-109.49,"$2,509.31"
2023-03-01 18:49:53,Foodr - Payment,$-30.69,"$2,478.62"
2023-03-02 09:12:40,Foodr - Payment,$-123.29,"$2,355.33"
2023-03-06 08:06:40,Flexin - Payment,$-38.18,"$2,317.15"
2023-03-08 20:26:16,Foodr - Payment,$-40.94,"$2,276.21"
2023-03-09 21:24:23,Flexin - Payment,$-110.11,"$2,166.10"
2023-03-10 13:04:47,Flexin - Payment,$-134.79,"$2,031.31"
2023-03-14 14:44:27,Foodr - Payment,$-122.63,"$1,908.68"
2023-03-19 09:21:29,StrongLink - Payment,$-51.59,"$1,857.09"
2023-03-21 21:13:04,Flexin - Payment,$-65.90,"$1,791.19"
2023-03-25 15:01:17,Foodr - Payment,$-138.93,"$1,652.26"
2023-03-30 13:37:15,Foodr - Payment,$-197.00,"$1,455.26"
2023-04-02 14:33:22,Flexin - Payment,$-90.76,"$1,364.50"
2023-04-03 17:00:40,StrongLink - Payment,$-111.91,"$1,252.59"
2023-04-12 21:01:36,Flexin - Payment,$-120.71,"$1,131.88"
2023-04-13 11:58:23,Flexin - Payment,$-144.70,$987.18
2023-04-15 21:14:21,StrongLink - Payment,$-91.98,$895.20
2023-04-16 17:01:53,Flexin - Payment,$-168.92,$726.28
2023-04-19 12:20:50,Flexin - Payment,$-123.70,$602.58
2023-04-22 17:51:15,Fitr - Payment,$-71.41,$405.93
2023-04-22 18:49:48,Foodr - Payment,$-125.24,$477.34
2023-04-23 17:40:32,Foodr - Payment,$-40.73,$365.20
2023-04-30 18:00:05,Flexin - Payment,$-82.13,$283.07
2023-05-01 09:05:31,Flexin - Payment,$-106.19,$176.88
2023-05-06 14:44:30,Fitr - Payment,$-135.99,$40.89
2023-05-07 17:32:12,Invalid Withdrawal,$0.00,$40.89
2023-05-09 12:09:14,Invalid Withdrawal,$0.00,$40.89
2023-05-10 08:36:30,Invalid Withdrawal,$0.00,$40.89
2023-05-13 14:35:06,Foodr - Payment,$-26.98,$13.91
2023-05-22 19:06:03,Invalid Withdrawal,$0.00,$13.91
2023-05-24 20:11:16,Invalid Withdrawal,$0.00,$13.91
2023-06-02 10:17:09,Invalid Withdrawal,$0.00,$13.91
2023-06-03 21:32:35,Invalid Withdrawal,$0.00,$13.91
2023-06-05 16:05:01,Invalid Withdrawal,$0.00,$13.91
2023-06-08 08:57:47,Invalid Withdrawal,$0.00,$13.91
2023-06-09 21:31:03,Invalid Withdrawal,$0.00,$13.91
2023-06-11 09:57:24,Invalid Withdrawal,$0.00,$13.91
2023-06-13 16:50:21,Invalid Withdrawal,$0.00,$13.91
2023-06-18 14:25:27,Invalid Withdrawal,$0.00,$13.91
2023-06-22 21:18:18,Invalid Withdrawal,$0.00,$13.91
2023-06-23 16:03:27,Invalid Withdrawal,$0.00,$13.91
