date,description,amount,balance
2023-01-02 15:32:36,Flexin - Payment,$-23.38,"$2,518.27"
2023-01-06 00:00:00,Purchase by youGrocery,"$3,000.00","$5,369.76"
2023-01-06 18:11:48,AffordableHub - Payment,$-148.51,"$2,369.76"
2023-01-09 08:07:46,Foodr - Payment,$-174.13,"$5,195.63"
2023-01-13 00:00:00,Purchase by youGrocery,"$3,000.00","$8,068.23"
2023-01-13 08:18:24,Flexin - Payment,$-127.40,"$5,068.23"
2023-01-15 19:47:15,Fitr - Payment,$-167.10,"$7,901.13"
2023-01-17 20:36:38,Flexin - Payment,$-162.67,"$7,738.46"
2023-01-18 15:45:19,AffordableHub - Payment,$-88.16,"$7,650.30"
2023-01-20 00:00:00,Purchase by youGrocery,"$3,000.00","$10,554.84"
2023-01-20 10:00:19,AffordableHub - Payment,$-95.46,"$7,554.84"
2023-01-21 08:17:44,Flexin - Payment,$-34.55,"$10,520.29"
2023-01-26 17:35:14,AffordableHub - Payment,$-128.98,"$10,391.31"
2023-01-27 00:00:00,Purchase by youGrocery,"$3,000.00","$13,307.02"
2023-01-27 11:51:16,Fitr - Payment,$-84.29,"$10,307.02"
2023-02-01 20:51:42,AffordableHub - Payment,$-173.95,"$13,133.07"
2023-02-03 00:00:00,Purchase by youGrocery,"$3,000.00","$16,133.07"
2023-02-06 20:33:27,AffordableHub - Payment,$-24.36,"$16,108.71"
2023-02-10 00:00:00,Purchase by youGrocery,"$3,000.00","$19,108.71"
2023-02-11 12:11:47,Flexin - Payment,$-169.57,"$18,844.94"
2023-02-11 21:56:21,AffordableHub - Payment,$-94.20,"$19,014.51"
2023-02-17 00:00:00,Purchase by youGrocery,"$3,000.00","$21,713.45"
2023-02-17 11:40:10,AffordableHub - Payment,$-131.49,"$18,713.45"
2023-02-18 15:12:39,AffordableHub - Payment,$-73.10,"$21,640.35"
2023-02-20 11:11:42,AffordableHub - Payment,$-89.46,"$21,550.89"
2023-02-23 09:54:17,AffordableHub - Payment,$-49.94,"$21,500.95"
2023-02-23 19:34:13,Flexin - Payment,$-45.71,"$21,455.24"
2023-02-24 00:00:00,Purchase by youGrocery,"$3,000.00","$24,261.67"
2023-02-24 08:03:01,Flexin - Payment,$-193.57,"$21,261.67"
2023-03-03 00:00:00,Purchase by youGrocery,"$3,000.00","$27,261.67"
2023-03-05 11:40:18,AffordableHub - Payment,$-181.66,"$27,080.01"
2023-03-06 13:58:27,Foodr - Payment,$-155.34,"$26,924.67"
2023-03-07 16:32:24,AffordableHub - Payment,$-64.23,"$26,860.44"
2023-03-10 00:00:00,Purchase by youGrocery,"$3,000.00","$29,860.44"
2023-03-12 09:30:39,AffordableHub - Payment,$-134.95,"$29,725.49"
2023-03-14 17:07:29,AffordableHub - Payment,$-182.67,"$29,542.82"
2023-03-17 00:00:00,Purchase by youGrocery,"$3,000.00","$32,443.39"
2023-03-17 13:51:21,AffordableHub - Payment,$-99.43,"$29,443.39"
2023-03-20 11:43:05,Flexin - Payment,$-134.14,"$32,309.25"
2023-03-24 00:00:00,Purchase by youGrocery,"$3,000.00","$35,309.25"
2023-03-31 00:00:00,Purchase by youGrocery,"$3,000.00","$38,309.25"
2023-04-03 12:41:01,AffordableHub - Payment,$-30.69,"$38,278.56"
2023-04-07 00:00:00,Purchase by youGrocery,"$3,000.00","$41,278.56"
2023-04-14 00:00:00,Purchase by youGrocery,"$3,000.00","$44,214.89"
2023-04-14 08:10:11,Flexin - Payment,$-63.67,"$41,214.89"
2023-04-15 15:20:04,Flexin - Payment,$-145.98,"$44,068.91"
2023-04-17 16:51:00,Flexin - Payment,$-61.41,"$44,007.50"
2023-04-20 19:18:47,Flexin - Payment,$-197.80,"$43,809.70"
2023-04-21 00:00:00,Purchase by youGrocery,"$3,000.00","$46,809.70"
2023-04-23 21:29:13,Flexin - Payment,$-131.74,"$46,677.96"
2023-04-28 00:00:00,Purchase by youGrocery,"$3,000.00","$49,677.96"
2023-05-01 19:49:03,Healthn - Payment,$-106.10,"$49,571.86"
2023-05-04 16:02:50,Flexin - Payment,$-138.55,"$49,433.31"
2023-05-05 00:00:00,Purchase by youGrocery,"$3,000.00","$52,326.21"
2023-05-05 19:44:16,AffordableHub - Payment,$-107.10,"$49,326.21"
2023-05-08 12:41:51,Flexin - Payment,$-160.76,"$52,165.45"
2023-05-09 21:41:16,AffordableHub - Payment,$-24.22,"$52,141.23"
2023-05-10 17:33:32,AffordableHub - Payment,$-199.31,"$51,941.92"
2023-05-12 00:00:00,Purchase by youGrocery,"$3,000.00","$54,815.03"
2023-05-12 18:57:54,AffordableHub - Payment,$-126.89,"$51,815.03"
2023-05-19 00:00:00,Purchase by youGrocery,"$3,000.00","$57,815.03"
2023-05-24 19:46:57,youGrocery - Payment,$-55.88,"$57,759.15"
2023-05-25 13:08:17,AffordableHub - Payment,$-85.99,"$57,673.16"
2023-05-26 00:00:00,Purchase by youGrocery,"$3,000.00","$60,605.36"
2023-05-26 11:17:19,AffordableHub - Payment,$-67.80,"$57,605.36"
2023-05-27 19:26:01,Flexin - Payment,$-125.51,"$60,479.85"
2023-06-01 09:31:31,Flexin - Payment,$-21.78,"$60,263.69"
2023-06-01 09:55:04,AffordableHub - Payment,$-194.38,"$60,285.47"
2023-06-02 00:00:00,Purchase by youGrocery,"$3,000.00","$63,263.69"
2023-06-08 19:38:12,Flexin - Payment,$-195.16,"$63,068.53"
2023-06-09 00:00:00,Purchase by youGrocery,"$3,000.00","$66,068.53"
2023-06-10 15:45:07,AffordableHub - Payment,$-26.25,"$66,042.28"
2023-06-12 10:58:44,Flexin - Payment,$-153.53,"$65,888.75"
2023-06-14 18:35:09,AffordableHub - Payment,$-36.76,"$65,851.99"
2023-06-16 00:00:00,Purchase by youGrocery,"$3,000.00","$68,717.43"
2023-06-16 17:02:54,StrongLink - Payment,$-134.56,"$65,717.43"
2023-06-18 10:36:17,AffordableHub - Payment,$-94.61,"$68,622.82"
2023-06-18 20:18:09,Flexin - Payment,$-178.99,"$68,443.83"
2023-06-21 10:57:42,AffordableHub - Payment,$-43.99,"$68,399.84"
2023-06-22 08:00:46,StrongLink - Payment,$-45.11,"$68,354.73"
2023-06-23 00:00:00,Purchase by youGrocery,"$3,000.00","$71,208.82"
2023-06-23 09:12:01,Flexin - Payment,$-27.21,"$68,208.82"
2023-06-23 14:13:44,AffordableHub - Payment,$-118.70,"$68,236.03"
2023-06-24 15:34:33,AffordableHub - Payment,$-108.54,"$71,100.28"
2023-06-29 12:25:35,Flexin - Payment,$-138.54,"$70,961.74"
2023-06-30 00:00:00,Purchase by youGrocery,"$3,000.00","$73,888.39"
2023-06-30 19:50:07,AffordableHub - Payment,$-73.35,"$70,888.39"
2023-07-01 20:20:30,Flexin - Payment,$-158.18,"$73,730.21"
2023-07-03 11:45:50,youGrocery - Payment,$-106.90,"$73,623.31"
2023-07-07 00:00:00,Purchase by youGrocery,"$3,000.00","$76,597.95"
2023-07-07 18:48:09,Fitr - Payment,$-25.36,"$73,597.95"
2023-07-09 15:27:48,AffordableHub - Payment,$-183.19,"$76,414.76"
2023-07-10 10:51:27,AffordableHub - Payment,$-94.98,"$76,319.78"
2023-07-10 11:19:13,StrongLink - Payment,$-61.18,"$76,258.60"
2023-07-13 09:15:53,youGrocery - Payment,$-79.63,"$76,178.97"
2023-07-13 10:24:48,Flexin - Payment,$-121.53,"$76,057.44"
2023-07-14 00:00:00,Purchase by youGrocery,"$3,000.00","$79,057.44"
2023-07-15 09:29:42,Foodr - Payment,$-55.69,"$79,001.75"
2023-07-16 18:34:36,youGrocery - Payment,$-23.53,"$78,978.22"
2023-07-21 00:00:00,Purchase by youGrocery,"$3,000.00","$81,978.22"
2023-07-26 16:40:04,AffordableHub - Payment,$-56.92,"$81,921.30"
2023-07-28 00:00:00,Purchase by youGrocery,"$3,000.00","$84,921.30"
2023-07-29 14:56:11,Flexin - Payment,$-29.90,"$84,718.70"
2023-07-29 20:45:40,AffordableHub - Payment,$-172.70,"$84,748.60"
2023-07-31 10:11:09,AffordableHub - Payment,$-139.41,"$84,579.29"
2023-07-31 14:09:27,Flexin - Payment,$-30.70,"$84,548.59"
2023-08-01 18:15:35,Flexin - Payment,$-162.91,"$84,385.68"
2023-08-02 21:36:01,Flexin - Payment,$-179.46,"$84,206.22"
2023-08-04 00:00:00,Purchase by youGrocery,"$3,000.00","$87,120.62"
2023-08-04 18:40:18,Flexin - Payment,$-85.60,"$84,120.62"
2023-08-08 16:10:40,AffordableHub - Payment,$-45.25,"$87,075.37"
2023-08-09 12:12:54,Flexin - Payment,$-146.57,"$86,928.80"
2023-08-11 00:00:00,Purchase by youGrocery,"$3,000.00","$89,928.80"
2023-08-12 16:51:27,Flexin - Payment,$-197.69,"$89,731.11"
2023-08-14 16:13:52,youGrocery - Payment,$-138.30,"$89,592.81"
2023-08-18 00:00:00,Purchase by youGrocery,"$3,000.00","$92,477.55"
2023-08-18 10:30:00,AffordableHub - Payment,$-115.26,"$89,477.55"
2023-08-19 16:05:28,Flexin - Payment,$-197.39,"$92,280.16"
2023-08-20 13:24:18,Flexin - Payment,$-138.83,"$92,013.36"
2023-08-20 17:10:41,AffordableHub - Payment,$-127.97,"$92,152.19"
2023-08-25 00:00:00,Purchase by youGrocery,"$3,000.00","$94,895.63"
2023-08-25 11:45:44,AffordableHub - Payment,$-117.73,"$91,895.63"
2023-08-27 12:34:31,Flexin - Payment,$-197.51,"$94,639.30"
2023-08-27 18:21:54,youGrocery - Payment,$-58.82,"$94,836.81"
2023-08-31 20:45:47,AffordableHub - Payment,$-60.66,"$94,578.64"
2023-09-01 00:00:00,Purchase by youGrocery,"$3,000.00","$97,578.64"
2023-09-04 12:45:38,Healthn - Payment,$-109.78,"$97,468.86"
2023-09-04 17:45:06,Flexin - Payment,$-31.60,"$97,437.26"
2023-09-06 08:58:02,Flexin - Payment,$-115.28,"$97,321.98"
2023-09-08 00:00:00,Purchase by youGrocery,"$3,000.00","$100,261.48"
2023-09-08 14:19:42,Flexin - Payment,$-60.50,"$97,261.48"
2023-09-09 16:31:38,Flexin - Payment,$-126.10,"$100,135.38"
2023-09-10 17:10:34,Flexin - Payment,$-147.34,"$99,988.04"
2023-09-15 00:00:00,Purchase by youGrocery,"$3,000.00","$102,883.22"
2023-09-15 08:00:53,Flexin - Payment,$-104.82,"$99,883.22"
2023-09-16 10:02:39,Flexin - Payment,$-120.90,"$102,762.32"
2023-09-17 17:04:22,Flexin - Payment,$-28.38,"$102,733.94"
2023-09-20 14:30:47,Flexin - Payment,$-172.50,"$102,561.44"
2023-09-22 00:00:00,Purchase by youGrocery,"$3,000.00","$105,561.44"
2023-09-23 14:07:14,Flexin - Payment,$-198.65,"$105,362.79"
2023-09-24 10:51:34,Flexin - Payment,$-117.14,"$105,202.85"
2023-09-24 18:32:38,AffordableHub - Payment,$-42.80,"$105,319.99"
2023-09-29 00:00:00,Purchase by youGrocery,"$3,000.00","$108,032.13"
2023-09-29 10:30:59,AffordableHub - Payment,$-170.72,"$105,032.13"
2023-09-30 10:21:07,Flexin - Payment,$-141.66,"$107,890.47"
2023-10-03 09:22:03,Fitr - Payment,$-36.79,"$107,853.68"
2023-10-04 19:57:08,AffordableHub - Payment,$-49.90,"$107,803.78"
2023-10-05 14:50:09,Flexin - Payment,$-137.70,"$107,666.08"
2023-10-06 00:00:00,Purchase by youGrocery,"$3,000.00","$110,408.39"
2023-10-06 08:58:22,AffordableHub - Payment,$-165.10,"$107,500.98"
2023-10-06 13:06:36,Flexin - Payment,$-92.59,"$107,408.39"
2023-10-07 15:04:17,AffordableHub - Payment,$-68.84,"$110,339.55"
2023-10-09 16:59:20,AffordableHub - Payment,$-165.37,"$110,174.18"
