date,to,from_,size,type_
2023-01-01 12:38:30,(673) 245-5642,(177) 983-5534,199 characters,Received Text
2023-01-01 16:35:33,(556) 264-9469,(177) 983-5534,8.2 MB,Sent Media
2023-01-01 18:47:52,(673) 245-5642,(177) 983-5534,95 minutes,Inbound Call
2023-01-01 19:59:33,(566) 286-6346,(177) 983-5534,333 characters,Received Text
2023-01-02 08:03:06,(556) 264-9469,(177) 983-5534,15 minutes,Inbound Call
2023-01-02 08:55:13,(673) 245-5642,(177) 983-5534,62 minutes,Inbound Call
2023-01-02 12:49:40,(556) 264-9469,(177) 983-5534,332 characters,Received Text
2023-01-02 13:39:17,(556) 264-9469,(177) 983-5534,174 characters,Sent Text
2023-01-02 15:32:57,(922) 154-4108,(177) 983-5534,211 characters,Sent Text
2023-01-02 19:34:52,(566) 286-6346,(177) 983-5534,0.4 MB,Sent Media
2023-01-03 08:49:56,(922) 154-4108,(177) 983-5534,60 minutes,Outbound Call
2023-01-03 09:04:11,(673) 245-5642,(177) 983-5534,12.6 MB,Sent Media
2023-01-03 14:22:10,(673) 245-5642,(177) 983-5534,64 characters,Received Text
2023-01-04 08:30:37,(922) 154-4108,(177) 983-5534,191 characters,Sent Text
2023-01-04 12:11:47,(566) 286-6346,(177) 983-5534,55 characters,Sent Text
2023-01-04 12:16:18,(566) 286-6346,(177) 983-5534,19 minutes,Outbound Call
2023-01-04 19:10:33,(673) 245-5642,(177) 983-5534,67 minutes,Outbound Call
2023-01-04 20:44:40,(566) 286-6346,(177) 983-5534,11.6 MB,Sent Media
2023-01-05 08:10:19,(673) 245-5642,(177) 983-5534,86 characters,Sent Text
2023-01-05 10:19:52,(673) 245-5642,(177) 983-5534,147 characters,Received Text
2023-01-06 08:25:41,(673) 245-5642,(177) 983-5534,87 minutes,Outbound Call
2023-01-06 13:20:09,(922) 154-4108,(177) 983-5534,258 characters,Sent Text
2023-01-06 19:50:51,(566) 286-6346,(177) 983-5534,208 characters,Received Text
2023-01-06 21:57:49,(922) 154-4108,(177) 983-5534,307 characters,Received Text
2023-01-07 10:30:51,(922) 154-4108,(177) 983-5534,95 minutes,Outbound Call
2023-01-07 15:34:32,(566) 286-6346,(177) 983-5534,116 minutes,Outbound Call
2023-01-07 16:58:48,(922) 154-4108,(177) 983-5534,191 characters,Sent Text
2023-01-07 19:42:17,(556) 264-9469,(177) 983-5534,14.8 MB,Received Media
2023-01-08 11:25:58,(556) 264-9469,(177) 983-5534,77 characters,Sent Text
2023-01-08 15:45:01,(922) 154-4108,(177) 983-5534,180 characters,Received Text
2023-01-08 19:17:20,(556) 264-9469,(177) 983-5534,335 characters,Received Text
2023-01-09 13:10:16,(922) 154-4108,(177) 983-5534,81 characters,Received Text
2023-01-10 09:09:56,(556) 264-9469,(177) 983-5534,56 minutes,Inbound Call
2023-01-10 15:43:03,(566) 286-6346,(177) 983-5534,207 characters,Received Text
2023-01-11 12:34:17,(673) 245-5642,(177) 983-5534,4.9 MB,Sent Media
2023-01-11 14:07:30,(673) 245-5642,(177) 983-5534,109 characters,Received Text
2023-01-11 16:28:37,(566) 286-6346,(177) 983-5534,144 characters,Received Text
2023-01-11 19:23:38,(556) 264-9469,(177) 983-5534,229 characters,Sent Text
2023-01-11 21:33:24,(922) 154-4108,(177) 983-5534,336 characters,Sent Text
2023-01-12 08:13:57,(566) 286-6346,(177) 983-5534,106 minutes,Outbound Call
