date,to,from_,size,type_
2023-01-01 11:26:45,(213) 822-3298,(644) 680-5391,113 characters,Sent Text
2023-01-02 15:02:17,(213) 822-3298,(644) 680-5391,122 characters,Received Text
2023-01-03 15:24:55,(213) 822-3298,(644) 680-5391,86 minutes,Inbound Call
2023-01-04 12:07:52,(213) 822-3298,(644) 680-5391,0.9 MB,Received Media
2023-01-07 18:11:15,(213) 822-3298,(644) 680-5391,231 characters,Sent Text
2023-01-09 16:52:06,(213) 822-3298,(644) 680-5391,17.8 MB,Received Media
2023-01-10 12:47:10,(213) 822-3298,(644) 680-5391,39 minutes,Outbound Call
2023-01-11 10:59:32,(213) 822-3298,(644) 680-5391,310 characters,Sent Text
2023-01-13 13:41:56,(213) 822-3298,(644) 680-5391,106 minutes,Inbound Call
2023-01-13 17:29:06,(213) 822-3298,(644) 680-5391,303 characters,Sent Text
2023-01-16 15:22:43,(213) 822-3298,(644) 680-5391,18.6 MB,Received Media
2023-01-17 12:36:58,(213) 822-3298,(644) 680-5391,148 characters,Sent Text
2023-01-19 20:59:55,(213) 822-3298,(644) 680-5391,133 characters,Sent Text
2023-01-22 11:23:53,(213) 822-3298,(644) 680-5391,6 minutes,Inbound Call
2023-01-23 18:02:43,(213) 822-3298,(644) 680-5391,25 minutes,Outbound Call
2023-01-23 20:19:54,(213) 822-3298,(644) 680-5391,49 characters,Sent Text
2023-01-24 12:29:02,(213) 822-3298,(644) 680-5391,67 characters,Sent Text
2023-01-25 11:15:22,(213) 822-3298,(644) 680-5391,4.7 MB,Received Media
2023-01-25 17:54:06,(213) 822-3298,(644) 680-5391,259 characters,Sent Text
2023-01-27 12:56:33,(213) 822-3298,(644) 680-5391,84 characters,Received Text
2023-01-29 14:31:06,(213) 822-3298,(644) 680-5391,11 minutes,Inbound Call
2023-01-30 15:54:53,(213) 822-3298,(644) 680-5391,179 characters,Received Text
2023-01-31 08:49:15,(213) 822-3298,(644) 680-5391,1.0 MB,Sent Media
2023-02-01 11:46:52,(213) 822-3298,(644) 680-5391,69 characters,Received Text
2023-02-02 12:02:53,(213) 822-3298,(644) 680-5391,16.3 MB,Sent Media
2023-02-03 17:31:42,(213) 822-3298,(644) 680-5391,199 characters,Received Text
2023-02-04 11:39:40,(213) 822-3298,(644) 680-5391,133 characters,Sent Text
2023-02-04 12:48:23,(213) 822-3298,(644) 680-5391,207 characters,Received Text
2023-02-07 14:07:59,(213) 822-3298,(644) 680-5391,120 characters,Sent Text
2023-02-07 19:33:18,(213) 822-3298,(644) 680-5391,77 minutes,Inbound Call
2023-02-08 14:18:43,(213) 822-3298,(644) 680-5391,115 minutes,Outbound Call
2023-02-09 11:53:35,(213) 822-3298,(644) 680-5391,184 characters,Received Text
2023-02-09 14:18:39,(213) 822-3298,(644) 680-5391,106 characters,Sent Text
2023-02-09 21:25:41,(213) 822-3298,(644) 680-5391,105 minutes,Inbound Call
2023-02-13 17:06:59,(213) 822-3298,(644) 680-5391,260 characters,Sent Text
2023-02-15 15:31:06,(213) 822-3298,(644) 680-5391,114 minutes,Inbound Call
2023-02-15 20:22:30,(213) 822-3298,(644) 680-5391,111 minutes,Outbound Call
2023-02-16 19:59:09,(213) 822-3298,(644) 680-5391,60 characters,Received Text
2023-02-17 08:18:31,(213) 822-3298,(644) 680-5391,48 minutes,Outbound Call
