date,to,from_,size,type_
2023-01-01 13:55:52,(978) 437-8371,(383) 147-9292,55 minutes,Outbound Call
2023-01-03 11:49:15,(978) 437-8371,(383) 147-9292,14.3 MB,Received Media
2023-01-03 15:58:38,(978) 437-8371,(383) 147-9292,120 characters,Sent Text
2023-01-04 10:58:41,(978) 437-8371,(383) 147-9292,174 characters,Sent Text
2023-01-05 14:11:29,(978) 437-8371,(383) 147-9292,178 characters,Received Text
2023-01-06 08:51:31,(978) 437-8371,(383) 147-9292,113 minutes,Outbound Call
2023-01-07 11:10:55,(978) 437-8371,(383) 147-9292,252 characters,Sent Text
2023-01-08 11:06:10,(978) 437-8371,(383) 147-9292,105 characters,Sent Text
2023-01-08 15:11:10,(978) 437-8371,(383) 147-9292,7 characters,Received Text
2023-01-09 10:08:13,(978) 437-8371,(383) 147-9292,36 minutes,Outbound Call
2023-01-10 09:38:11,(978) 437-8371,(383) 147-9292,4.7 MB,Sent Media
2023-01-10 21:38:02,(978) 437-8371,(383) 147-9292,62 characters,Received Text
2023-01-12 16:26:06,(978) 437-8371,(383) 147-9292,8 characters,Received Text
2023-01-16 09:09:02,(978) 437-8371,(383) 147-9292,19.9 MB,Received Media
2023-01-16 17:10:40,(978) 437-8371,(383) 147-9292,145 characters,Received Text
2023-01-17 12:18:25,(978) 437-8371,(383) 147-9292,302 characters,Sent Text
2023-01-17 20:34:19,(978) 437-8371,(383) 147-9292,16 minutes,Inbound Call
2023-01-20 16:12:22,(978) 437-8371,(383) 147-9292,13 characters,Received Text
2023-01-20 20:47:57,(978) 437-8371,(383) 147-9292,228 characters,Sent Text
2023-01-21 20:21:58,(978) 437-8371,(383) 147-9292,172 characters,Received Text
2023-01-22 15:09:15,(978) 437-8371,(383) 147-9292,77 minutes,Inbound Call
2023-01-22 20:32:45,(978) 437-8371,(383) 147-9292,53 characters,Sent Text
2023-01-23 21:33:45,(978) 437-8371,(383) 147-9292,253 characters,Received Text
2023-01-24 21:53:13,(978) 437-8371,(383) 147-9292,122 characters,Sent Text
2023-01-26 09:51:22,(978) 437-8371,(383) 147-9292,291 characters,Received Text
2023-01-27 20:26:05,(978) 437-8371,(383) 147-9292,137 characters,Sent Text
2023-01-28 19:48:07,(978) 437-8371,(383) 147-9292,211 characters,Sent Text
2023-01-28 20:22:48,(978) 437-8371,(383) 147-9292,21 minutes,Inbound Call
2023-01-31 11:32:25,(978) 437-8371,(383) 147-9292,83 minutes,Inbound Call
2023-01-31 15:22:38,(978) 437-8371,(383) 147-9292,69 minutes,Outbound Call
2023-01-31 20:13:49,(978) 437-8371,(383) 147-9292,270 characters,Received Text
2023-02-01 16:19:14,(978) 437-8371,(383) 147-9292,242 characters,Sent Text
2023-02-02 15:35:55,(978) 437-8371,(383) 147-9292,82 minutes,Outbound Call
2023-02-03 08:00:28,(978) 437-8371,(383) 147-9292,94 minutes,Inbound Call
2023-02-05 15:20:18,(978) 437-8371,(383) 147-9292,140 characters,Received Text
2023-02-06 11:35:09,(978) 437-8371,(383) 147-9292,215 characters,Sent Text
2023-02-06 12:27:51,(978) 437-8371,(383) 147-9292,182 characters,Received Text
2023-02-07 19:41:40,(978) 437-8371,(383) 147-9292,91 characters,Received Text
2023-02-08 16:33:48,(978) 437-8371,(383) 147-9292,66 characters,Sent Text
2023-02-08 17:48:32,(978) 437-8371,(383) 147-9292,339 characters,Received Text
2023-02-09 13:06:11,(978) 437-8371,(383) 147-9292,75 characters,Sent Text
2023-02-09 15:41:38,(978) 437-8371,(383) 147-9292,35 minutes,Inbound Call
2023-02-09 15:42:59,(978) 437-8371,(383) 147-9292,22 minutes,Outbound Call
2023-02-10 09:16:13,(978) 437-8371,(383) 147-9292,50 minutes,Inbound Call
2023-02-10 17:50:46,(978) 437-8371,(383) 147-9292,139 characters,Sent Text
2023-02-10 17:56:36,(978) 437-8371,(383) 147-9292,274 characters,Received Text
2023-02-11 15:45:14,(978) 437-8371,(383) 147-9292,28 characters,Sent Text
2023-02-11 16:32:40,(978) 437-8371,(383) 147-9292,80 minutes,Outbound Call
2023-02-12 14:18:04,(978) 437-8371,(383) 147-9292,182 characters,Received Text
2023-02-13 13:34:20,(978) 437-8371,(383) 147-9292,65 characters,Received Text
2023-02-13 18:15:00,(978) 437-8371,(383) 147-9292,14.0 MB,Received Media
2023-02-15 19:56:45,(978) 437-8371,(383) 147-9292,250 characters,Sent Text
2023-02-16 11:20:15,(978) 437-8371,(383) 147-9292,52 characters,Received Text
2023-02-16 14:47:10,(978) 437-8371,(383) 147-9292,314 characters,Sent Text
2023-02-17 18:14:11,(978) 437-8371,(383) 147-9292,117 minutes,Outbound Call
2023-02-17 18:40:53,(978) 437-8371,(383) 147-9292,30 characters,Sent Text
2023-02-18 09:58:43,(978) 437-8371,(383) 147-9292,192 characters,Sent Text
2023-02-20 20:21:15,(978) 437-8371,(383) 147-9292,198 characters,Received Text
2023-02-21 18:27:20,(978) 437-8371,(383) 147-9292,269 characters,Sent Text
2023-02-23 15:32:23,(978) 437-8371,(383) 147-9292,298 characters,Received Text
2023-02-25 11:36:21,(978) 437-8371,(383) 147-9292,2 minutes,Inbound Call
2023-02-25 21:01:52,(978) 437-8371,(383) 147-9292,195 characters,Received Text
2023-02-26 10:27:46,(978) 437-8371,(383) 147-9292,56 minutes,Outbound Call
2023-02-28 08:30:49,(978) 437-8371,(383) 147-9292,23 minutes,Outbound Call
2023-02-28 10:27:23,(978) 437-8371,(383) 147-9292,4 characters,Sent Text
2023-03-01 09:29:28,(978) 437-8371,(383) 147-9292,116 characters,Sent Text
2023-03-02 17:32:10,(978) 437-8371,(383) 147-9292,12 minutes,Outbound Call
2023-03-03 10:15:18,(978) 437-8371,(383) 147-9292,41 minutes,Outbound Call
2023-03-03 15:52:24,(978) 437-8371,(383) 147-9292,49 minutes,Inbound Call
2023-03-04 11:43:20,(978) 437-8371,(383) 147-9292,303 characters,Sent Text
2023-03-05 12:36:58,(978) 437-8371,(383) 147-9292,339 characters,Received Text
2023-03-06 18:00:06,(978) 437-8371,(383) 147-9292,166 characters,Received Text
2023-03-10 21:52:59,(978) 437-8371,(383) 147-9292,61 minutes,Inbound Call
2023-03-11 09:41:16,(978) 437-8371,(383) 147-9292,4 characters,Sent Text
2023-03-13 08:03:50,(978) 437-8371,(383) 147-9292,55 characters,Received Text
2023-03-13 17:28:29,(978) 437-8371,(383) 147-9292,52 characters,Sent Text
2023-03-14 19:31:22,(978) 437-8371,(383) 147-9292,235 characters,Sent Text
2023-03-16 15:10:30,(978) 437-8371,(383) 147-9292,164 characters,Sent Text
2023-03-16 17:26:32,(978) 437-8371,(383) 147-9292,187 characters,Received Text
2023-03-17 13:43:46,(978) 437-8371,(383) 147-9292,162 characters,Received Text
2023-03-17 19:32:57,(978) 437-8371,(383) 147-9292,27 minutes,Inbound Call
2023-03-19 09:00:39,(978) 437-8371,(383) 147-9292,67 characters,Received Text
2023-03-19 21:59:15,(978) 437-8371,(383) 147-9292,292 characters,Sent Text
2023-03-21 16:28:06,(978) 437-8371,(383) 147-9292,6.2 MB,Sent Media
2023-03-23 19:15:17,(978) 437-8371,(383) 147-9292,183 characters,Received Text
2023-03-24 14:10:56,(978) 437-8371,(383) 147-9292,152 characters,Received Text
2023-03-26 12:54:20,(978) 437-8371,(383) 147-9292,80 minutes,Outbound Call
2023-03-28 08:00:44,(978) 437-8371,(383) 147-9292,62 minutes,Inbound Call
2023-03-28 08:30:41,(978) 437-8371,(383) 147-9292,182 characters,Sent Text
2023-03-29 09:05:40,(978) 437-8371,(383) 147-9292,342 characters,Sent Text
2023-03-29 09:56:21,(978) 437-8371,(383) 147-9292,64 minutes,Outbound Call
2023-03-30 11:50:07,(978) 437-8371,(383) 147-9292,224 characters,Received Text
2023-03-30 20:12:24,(978) 437-8371,(383) 147-9292,29 minutes,Outbound Call
2023-03-31 20:48:11,(978) 437-8371,(383) 147-9292,9 minutes,Outbound Call
2023-04-01 19:21:37,(978) 437-8371,(383) 147-9292,243 characters,Received Text
2023-04-02 12:43:49,(978) 437-8371,(383) 147-9292,11 minutes,Inbound Call
2023-04-04 08:31:55,(978) 437-8371,(383) 147-9292,85 characters,Sent Text
2023-04-05 19:33:47,(978) 437-8371,(383) 147-9292,47 characters,Sent Text
2023-04-06 20:04:33,(978) 437-8371,(383) 147-9292,55 characters,Sent Text
2023-04-06 21:03:03,(978) 437-8371,(383) 147-9292,339 characters,Received Text
2023-04-07 14:24:57,(978) 437-8371,(383) 147-9292,328 characters,Received Text
2023-04-09 17:50:59,(978) 437-8371,(383) 147-9292,23 minutes,Outbound Call
2023-04-11 08:04:05,(978) 437-8371,(383) 147-9292,226 characters,Sent Text
2023-04-11 16:46:11,(978) 437-8371,(383) 147-9292,8 minutes,Outbound Call
2023-04-13 17:01:24,(978) 437-8371,(383) 147-9292,153 characters,Received Text
2023-04-15 20:31:57,(978) 437-8371,(383) 147-9292,69 characters,Sent Text
2023-04-17 12:49:49,(978) 437-8371,(383) 147-9292,244 characters,Received Text
2023-04-18 21:50:38,(978) 437-8371,(383) 147-9292,3.7 MB,Received Media
2023-04-20 12:17:35,(978) 437-8371,(383) 147-9292,229 characters,Sent Text
2023-04-22 10:36:29,(978) 437-8371,(383) 147-9292,183 characters,Received Text
2023-04-23 18:26:53,(978) 437-8371,(383) 147-9292,86 characters,Sent Text
2023-04-24 17:26:57,(978) 437-8371,(383) 147-9292,184 characters,Sent Text
2023-04-24 20:37:06,(978) 437-8371,(383) 147-9292,10 minutes,Outbound Call
2023-04-26 08:51:11,(978) 437-8371,(383) 147-9292,61 characters,Sent Text
2023-04-26 21:04:41,(978) 437-8371,(383) 147-9292,56 minutes,Inbound Call
2023-04-28 20:57:32,(978) 437-8371,(383) 147-9292,253 characters,Sent Text
2023-04-29 10:42:05,(978) 437-8371,(383) 147-9292,307 characters,Sent Text
2023-04-29 17:02:09,(978) 437-8371,(383) 147-9292,1 characters,Received Text
2023-05-02 14:48:46,(978) 437-8371,(383) 147-9292,250 characters,Sent Text
2023-05-04 09:01:45,(978) 437-8371,(383) 147-9292,247 characters,Sent Text
2023-05-04 12:06:15,(978) 437-8371,(383) 147-9292,33 characters,Received Text
2023-05-04 15:34:23,(978) 437-8371,(383) 147-9292,13 minutes,Outbound Call
2023-05-04 18:43:08,(978) 437-8371,(383) 147-9292,27 minutes,Inbound Call
2023-05-05 17:51:39,(978) 437-8371,(383) 147-9292,19 minutes,Inbound Call
2023-05-05 18:19:50,(978) 437-8371,(383) 147-9292,80 characters,Sent Text
2023-05-07 11:58:46,(978) 437-8371,(383) 147-9292,138 characters,Sent Text
2023-05-07 17:10:39,(978) 437-8371,(383) 147-9292,9.8 MB,Received Media
2023-05-08 16:12:49,(978) 437-8371,(383) 147-9292,11 characters,Received Text
2023-05-08 21:38:00,(978) 437-8371,(383) 147-9292,12 minutes,Inbound Call
2023-05-09 14:02:54,(978) 437-8371,(383) 147-9292,7.3 MB,Received Media
2023-05-09 21:42:43,(978) 437-8371,(383) 147-9292,46 minutes,Outbound Call
2023-05-11 18:05:27,(978) 437-8371,(383) 147-9292,320 characters,Sent Text
2023-05-12 12:21:18,(978) 437-8371,(383) 147-9292,73 minutes,Outbound Call
2023-05-13 13:47:31,(978) 437-8371,(383) 147-9292,57 minutes,Outbound Call
2023-05-14 18:41:58,(978) 437-8371,(383) 147-9292,172 characters,Sent Text
2023-05-15 10:18:40,(978) 437-8371,(383) 147-9292,19.9 MB,Sent Media
2023-05-15 17:45:14,(978) 437-8371,(383) 147-9292,39 characters,Sent Text
2023-05-16 14:50:02,(978) 437-8371,(383) 147-9292,84 minutes,Outbound Call
2023-05-16 21:58:01,(978) 437-8371,(383) 147-9292,116 characters,Sent Text
2023-05-17 20:35:57,(978) 437-8371,(383) 147-9292,22 characters,Received Text
2023-05-18 17:23:22,(978) 437-8371,(383) 147-9292,20 minutes,Inbound Call
2023-05-19 15:00:20,(978) 437-8371,(383) 147-9292,2.0 MB,Received Media
2023-05-19 20:57:22,(978) 437-8371,(383) 147-9292,7.8 MB,Sent Media
2023-05-20 12:24:28,(978) 437-8371,(383) 147-9292,88 characters,Sent Text
2023-05-21 16:16:48,(978) 437-8371,(383) 147-9292,171 characters,Sent Text
