date,description,amount,balance
2023-01-07 13:09:20,AffordableHub - Payment,$-90.96,"$36,193.19"
2023-01-09 18:04:42,AffordableHub - Payment,$-141.72,"$36,051.47"
2023-01-13 19:49:46,AffordableHub - Payment,$-31.31,"$36,020.16"
2023-01-22 09:02:32,AffordableHub - Payment,$-148.68,"$35,871.48"
2023-02-01 16:48:47,Fitr - Payment,$-96.86,"$35,774.62"
2023-02-04 20:27:28,StrongLink - Payment,$-40.81,"$35,733.81"
2023-02-13 09:48:32,StrongLink - Payment,$-50.23,"$35,683.58"
2023-02-28 09:56:25,StrongLink - Payment,$-111.45,"$35,572.13"
2023-03-05 18:44:22,AffordableHub - Payment,$-112.23,"$35,459.90"
2023-03-08 10:51:35,StrongLink - Payment,$-137.56,"$35,322.34"
2023-03-13 11:57:40,Fitr - Payment,$-44.86,"$35,277.48"
2023-03-14 11:38:50,StrongLink - Payment,$-166.70,"$35,110.78"
2023-03-15 10:25:11,StrongLink - Payment,$-24.97,"$35,085.81"
2023-03-18 10:58:49,StrongLink - Payment,$-102.53,"$34,983.28"
2023-03-26 12:31:07,AffordableHub - Payment,$-188.23,"$34,795.05"
2023-03-27 11:25:08,StrongLink - Payment,$-21.49,"$34,773.56"
2023-04-02 15:38:15,youGrocery - Payment,$-163.64,"$34,609.92"
2023-04-12 12:29:33,Healthn - Payment,$-62.69,"$34,547.23"
2023-04-18 13:40:02,Fitr - Payment,$-117.60,"$34,429.63"
2023-04-20 12:30:43,AffordableHub - Payment,$-62.27,"$34,367.36"
2023-04-23 19:40:55,AffordableHub - Payment,$-66.10,"$34,301.26"
2023-04-24 12:02:55,AffordableHub - Payment,$-39.40,"$34,261.86"
2023-04-26 19:08:22,AffordableHub - Payment,$-43.54,"$34,218.32"
2023-05-04 21:47:33,AffordableHub - Payment,$-129.72,"$34,088.60"
2023-05-11 21:20:26,AffordableHub - Payment,$-64.20,"$34,024.40"
2023-05-19 13:55:00,Fitr - Payment,$-62.62,"$33,961.78"
2023-05-23 12:48:22,Foodr - Payment,$-152.43,"$33,809.35"
2023-05-26 17:47:00,StrongLink - Payment,$-48.68,"$33,760.67"
2023-06-02 20:43:40,Fitr - Payment,$-146.66,"$33,614.01"
2023-06-04 19:13:16,Fitr - Payment,$-78.62,"$33,535.39"
2023-06-10 14:18:45,StrongLink - Payment,$-37.10,"$33,498.29"
2023-06-12 20:38:35,AffordableHub - Payment,$-116.60,"$33,381.69"
2023-06-20 09:12:34,AffordableHub - Payment,$-114.14,"$33,267.55"
2023-06-30 15:31:57,StrongLink - Payment,$-65.22,"$33,015.02"
2023-06-30 17:40:38,Foodr - Payment,$-187.31,"$33,080.24"
2023-07-01 18:07:17,StrongLink - Payment,$-69.56,"$32,945.46"
2023-07-08 21:20:36,StrongLink - Payment,$-156.59,"$32,788.87"
2023-07-12 20:35:18,Foodr - Payment,$-120.40,"$32,668.47"
2023-07-15 20:40:01,AffordableHub - Payment,$-82.12,"$32,586.35"
2023-07-16 12:47:31,StrongLink - Payment,$-62.59,"$32,523.76"
2023-07-26 11:49:35,AffordableHub - Payment,$-65.17,"$32,458.59"
2023-07-30 12:09:59,StrongLink - Payment,$-152.43,"$32,306.16"
2023-08-15 14:14:52,AffordableHub - Payment,$-173.29,"$32,132.87"
2023-08-27 09:33:51,AffordableHub - Payment,$-47.20,"$32,085.67"
2023-09-12 16:09:12,AffordableHub - Payment,$-56.97,"$32,028.70"
2023-09-19 09:22:49,StrongLink - Payment,$-194.86,"$31,799.54"
2023-09-19 09:25:38,AffordableHub - Payment,$-34.30,"$31,994.40"
2023-09-20 14:59:42,Flexin - Payment,$-126.11,"$31,673.43"
2023-09-21 13:05:34,youGrocery - Payment,$-41.20,"$31,632.23"
2023-09-25 11:39:29,Flexin - Payment,$-111.64,"$31,520.59"
2023-09-26 20:20:32,AffordableHub - Payment,$-168.99,"$31,351.60"
2023-09-27 11:56:34,AffordableHub - Payment,$-142.51,"$31,209.09"
2023-09-30 16:02:22,Fitr - Payment,$-174.69,"$31,034.40"
2023-10-04 12:08:02,Fitr - Payment,$-79.62,"$30,954.78"
2023-10-11 16:15:18,AffordableHub - Payment,$-150.19,"$30,804.59"
2023-10-19 15:22:48,StrongLink - Payment,$-72.17,"$30,732.42"
2023-10-27 13:14:54,Foodr - Payment,$-75.12,"$30,657.30"
2023-10-30 11:03:59,youGrocery - Payment,$-155.50,"$30,501.80"
2023-10-31 17:40:39,StrongLink - Payment,$-154.27,"$30,347.53"
2023-11-10 18:05:42,Foodr - Payment,$-85.80,"$30,261.73"
2023-11-14 19:32:39,StrongLink - Payment,$-82.00,"$30,179.73"
2023-12-02 12:29:02,AffordableHub - Payment,$-173.81,"$30,005.92"
2023-12-03 14:49:46,AffordableHub - Payment,$-141.22,"$29,864.70"
2023-12-22 09:19:54,Flexin - Payment,$-72.21,"$29,637.85"
2023-12-22 09:59:23,Healthn - Payment,$-154.64,"$29,710.06"
2023-12-23 10:17:09,Foodr - Payment,$-41.46,"$29,596.39"
2023-12-28 12:25:56,StrongLink - Payment,$-64.56,"$29,531.83"
2024-01-04 17:47:10,StrongLink - Payment,$-83.44,"$29,448.39"
2024-01-15 13:03:23,Foodr - Payment,$-23.82,"$29,424.57"
2024-01-17 12:58:37,StrongLink - Payment,$-189.54,"$29,235.03"
2024-02-07 17:28:18,AffordableHub - Payment,$-105.51,"$29,129.52"
2024-02-09 10:32:20,StrongLink - Payment,$-145.81,"$28,983.71"
2024-02-12 18:43:30,StrongLink - Payment,$-156.95,"$28,826.76"
2024-02-20 20:01:02,StrongLink - Payment,$-28.92,"$28,797.84"
2024-02-24 13:54:24,AffordableHub - Payment,$-41.88,"$28,755.96"
2024-02-26 10:23:49,StrongLink - Payment,$-153.14,"$28,602.82"
2024-02-29 12:07:21,StrongLink - Payment,$-46.11,"$28,556.71"
2024-03-03 18:12:08,Foodr - Payment,$-50.96,"$28,505.75"
2024-03-13 13:40:44,AffordableHub - Payment,$-28.80,"$28,476.95"
2024-03-15 18:07:00,StrongLink - Payment,$-119.97,"$28,356.98"
2024-03-26 09:07:09,AffordableHub - Payment,$-131.00,"$28,225.98"
