date,to,from_,size,type_
2023-01-02 08:32:50,(985) 882-7704,(691) 408-8884,339 characters,Sent Text
2023-01-03 20:45:33,(985) 882-7704,(691) 408-8884,7.4 MB,Sent Media
2023-01-04 16:14:15,(985) 882-7704,(691) 408-8884,332 characters,Received Text
2023-01-05 11:22:25,(985) 882-7704,(691) 408-8884,35 minutes,Outbound Call
2023-01-05 17:13:33,(985) 882-7704,(691) 408-8884,308 characters,Received Text
2023-01-06 15:20:42,(985) 882-7704,(691) 408-8884,51 minutes,Inbound Call
2023-01-07 09:01:08,(985) 882-7704,(691) 408-8884,34 minutes,Inbound Call
2023-01-07 14:13:25,(985) 882-7704,(691) 408-8884,270 characters,Sent Text
2023-01-08 11:50:29,(985) 882-7704,(691) 408-8884,45 minutes,Inbound Call
2023-01-08 15:08:34,(985) 882-7704,(691) 408-8884,8 characters,Sent Text
2023-01-09 08:29:26,(985) 882-7704,(691) 408-8884,88 characters,Received Text
2023-01-10 20:23:45,(985) 882-7704,(691) 408-8884,102 minutes,Inbound Call
2023-01-11 12:36:36,(985) 882-7704,(691) 408-8884,35 minutes,Inbound Call
2023-01-12 16:05:07,(985) 882-7704,(691) 408-8884,13 minutes,Outbound Call
2023-01-13 21:57:43,(985) 882-7704,(691) 408-8884,21 characters,Sent Text
2023-01-14 16:38:43,(985) 882-7704,(691) 408-8884,36 characters,Sent Text
2023-01-14 17:38:10,(985) 882-7704,(691) 408-8884,139 characters,Received Text
2023-01-16 13:47:11,(985) 882-7704,(691) 408-8884,18.2 MB,Sent Media
2023-01-16 19:25:28,(985) 882-7704,(691) 408-8884,239 characters,Received Text
2023-01-17 11:33:12,(985) 882-7704,(691) 408-8884,224 characters,Received Text
2023-01-18 12:29:03,(985) 882-7704,(691) 408-8884,1 minutes,Inbound Call
2023-01-19 17:12:21,(985) 882-7704,(691) 408-8884,14.5 MB,Sent Media
2023-01-21 08:20:21,(985) 882-7704,(691) 408-8884,42 characters,Received Text
2023-01-21 12:01:42,(985) 882-7704,(691) 408-8884,312 characters,Sent Text
2023-01-22 09:17:43,(985) 882-7704,(691) 408-8884,3 characters,Sent Text
2023-01-23 16:38:48,(985) 882-7704,(691) 408-8884,15.7 MB,Sent Media
2023-01-24 09:46:32,(985) 882-7704,(691) 408-8884,64 characters,Sent Text
2023-01-25 08:13:34,(985) 882-7704,(691) 408-8884,235 characters,Received Text
2023-01-26 09:10:41,(985) 882-7704,(691) 408-8884,232 characters,Received Text
2023-01-26 11:48:46,(985) 882-7704,(691) 408-8884,88 characters,Sent Text
2023-01-26 15:02:48,(985) 882-7704,(691) 408-8884,11.5 MB,Received Media
2023-01-27 12:23:05,(985) 882-7704,(691) 408-8884,57 minutes,Inbound Call
2023-01-28 16:36:18,(985) 882-7704,(691) 408-8884,246 characters,Sent Text
2023-01-29 15:45:04,(985) 882-7704,(691) 408-8884,335 characters,Received Text
2023-01-30 17:45:29,(985) 882-7704,(691) 408-8884,350 characters,Received Text
2023-01-31 12:19:28,(985) 882-7704,(691) 408-8884,120 characters,Received Text
2023-02-05 16:27:11,(985) 882-7704,(691) 408-8884,60 characters,Sent Text
2023-02-06 09:02:08,(985) 882-7704,(691) 408-8884,92 characters,Received Text
2023-02-07 12:26:14,(985) 882-7704,(691) 408-8884,148 characters,Sent Text
2023-02-07 20:06:18,(985) 882-7704,(691) 408-8884,5 characters,Received Text
2023-02-08 17:02:12,(985) 882-7704,(691) 408-8884,56 minutes,Inbound Call
2023-02-08 17:15:21,(985) 882-7704,(691) 408-8884,58 characters,Received Text
2023-02-09 10:30:40,(985) 882-7704,(691) 408-8884,31 minutes,Inbound Call
2023-02-09 14:11:03,(985) 882-7704,(691) 408-8884,328 characters,Sent Text
2023-02-09 15:23:05,(985) 882-7704,(691) 408-8884,173 characters,Received Text
2023-02-10 12:30:24,(985) 882-7704,(691) 408-8884,212 characters,Sent Text
2023-02-10 18:06:19,(985) 882-7704,(691) 408-8884,347 characters,Received Text
2023-02-10 18:44:39,(985) 882-7704,(691) 408-8884,14.6 MB,Received Media
2023-02-11 15:53:34,(985) 882-7704,(691) 408-8884,109 characters,Sent Text
2023-02-12 11:37:32,(985) 882-7704,(691) 408-8884,10.7 MB,Sent Media
2023-02-15 13:00:49,(985) 882-7704,(691) 408-8884,59 minutes,Inbound Call
2023-02-16 12:42:37,(985) 882-7704,(691) 408-8884,288 characters,Sent Text
2023-02-18 12:54:29,(985) 882-7704,(691) 408-8884,28 minutes,Inbound Call
2023-02-18 17:56:31,(985) 882-7704,(691) 408-8884,71 characters,Sent Text
2023-02-20 09:56:53,(985) 882-7704,(691) 408-8884,19.1 MB,Received Media
2023-02-20 11:04:09,(985) 882-7704,(691) 408-8884,20 characters,Received Text
2023-02-20 19:50:58,(985) 882-7704,(691) 408-8884,68 minutes,Inbound Call
2023-02-21 17:24:07,(985) 882-7704,(691) 408-8884,16 characters,Sent Text
2023-02-21 20:56:45,(985) 882-7704,(691) 408-8884,340 characters,Received Text
2023-02-22 12:43:29,(985) 882-7704,(691) 408-8884,331 characters,Sent Text
2023-02-23 09:40:59,(985) 882-7704,(691) 408-8884,305 characters,Received Text
2023-02-24 18:44:46,(985) 882-7704,(691) 408-8884,315 characters,Received Text
2023-02-25 21:35:03,(985) 882-7704,(691) 408-8884,28 characters,Received Text
2023-02-27 10:35:57,(985) 882-7704,(691) 408-8884,120 characters,Sent Text
2023-02-27 13:08:45,(985) 882-7704,(691) 408-8884,231 characters,Received Text
2023-02-28 16:15:46,(985) 882-7704,(691) 408-8884,16.1 MB,Sent Media
2023-02-28 16:16:44,(985) 882-7704,(691) 408-8884,10 minutes,Inbound Call
2023-03-02 20:16:41,(985) 882-7704,(691) 408-8884,185 characters,Sent Text
2023-03-05 08:44:43,(985) 882-7704,(691) 408-8884,193 characters,Received Text
2023-03-05 08:52:57,(985) 882-7704,(691) 408-8884,13.9 MB,Sent Media
2023-03-08 08:58:39,(985) 882-7704,(691) 408-8884,162 characters,Received Text
2023-03-08 20:51:15,(985) 882-7704,(691) 408-8884,1.1 MB,Received Media
2023-03-09 17:26:28,(985) 882-7704,(691) 408-8884,78 minutes,Outbound Call
2023-03-10 11:05:08,(985) 882-7704,(691) 408-8884,11 minutes,Inbound Call
2023-03-10 12:08:04,(985) 882-7704,(691) 408-8884,187 characters,Received Text
2023-03-11 18:27:46,(985) 882-7704,(691) 408-8884,330 characters,Sent Text
2023-03-13 16:18:01,(985) 882-7704,(691) 408-8884,285 characters,Received Text
2023-03-13 17:07:48,(985) 882-7704,(691) 408-8884,182 characters,Sent Text
2023-03-13 18:03:53,(985) 882-7704,(691) 408-8884,13.1 MB,Received Media
2023-03-14 14:26:34,(985) 882-7704,(691) 408-8884,311 characters,Received Text
2023-03-16 08:12:40,(985) 882-7704,(691) 408-8884,36 characters,Received Text
2023-03-18 18:03:13,(985) 882-7704,(691) 408-8884,342 characters,Received Text
2023-03-20 08:12:54,(985) 882-7704,(691) 408-8884,308 characters,Sent Text
2023-03-20 18:56:35,(985) 882-7704,(691) 408-8884,77 characters,Received Text
2023-03-21 18:49:49,(985) 882-7704,(691) 408-8884,11 characters,Received Text
2023-03-22 14:19:02,(985) 882-7704,(691) 408-8884,270 characters,Sent Text
2023-03-23 16:15:47,(985) 882-7704,(691) 408-8884,107 characters,Received Text
2023-03-24 08:05:43,(985) 882-7704,(691) 408-8884,94 minutes,Inbound Call
2023-03-24 11:42:09,(985) 882-7704,(691) 408-8884,224 characters,Sent Text
2023-03-24 13:30:45,(985) 882-7704,(691) 408-8884,330 characters,Received Text
2023-03-25 19:40:23,(985) 882-7704,(691) 408-8884,106 minutes,Outbound Call
2023-03-26 11:59:45,(985) 882-7704,(691) 408-8884,233 characters,Received Text
2023-03-27 10:08:24,(985) 882-7704,(691) 408-8884,20 characters,Sent Text
2023-03-27 19:15:33,(985) 882-7704,(691) 408-8884,10 characters,Received Text
2023-03-27 20:02:43,(985) 882-7704,(691) 408-8884,2 minutes,Outbound Call
2023-03-28 08:26:57,(985) 882-7704,(691) 408-8884,38 characters,Sent Text
2023-03-29 17:25:20,(985) 882-7704,(691) 408-8884,11.9 MB,Sent Media
2023-03-31 14:58:40,(985) 882-7704,(691) 408-8884,126 characters,Sent Text
2023-03-31 15:52:52,(985) 882-7704,(691) 408-8884,84 minutes,Outbound Call
2023-04-01 16:05:20,(985) 882-7704,(691) 408-8884,66 minutes,Inbound Call
2023-04-01 19:06:28,(985) 882-7704,(691) 408-8884,190 characters,Sent Text
2023-04-02 21:18:41,(985) 882-7704,(691) 408-8884,98 characters,Sent Text
2023-04-03 18:08:12,(985) 882-7704,(691) 408-8884,65 characters,Sent Text
2023-04-04 19:54:44,(985) 882-7704,(691) 408-8884,17 minutes,Inbound Call
2023-04-05 12:47:09,(985) 882-7704,(691) 408-8884,72 characters,Sent Text
2023-04-06 09:44:43,(985) 882-7704,(691) 408-8884,15.4 MB,Received Media
2023-04-11 13:20:35,(985) 882-7704,(691) 408-8884,263 characters,Sent Text
2023-04-12 11:18:24,(985) 882-7704,(691) 408-8884,91 minutes,Inbound Call
2023-04-13 10:39:42,(985) 882-7704,(691) 408-8884,79 minutes,Outbound Call
2023-04-14 08:03:33,(985) 882-7704,(691) 408-8884,27 minutes,Inbound Call
2023-04-14 16:39:36,(985) 882-7704,(691) 408-8884,211 characters,Received Text
2023-04-14 17:22:27,(985) 882-7704,(691) 408-8884,117 minutes,Outbound Call
2023-04-14 19:26:17,(985) 882-7704,(691) 408-8884,281 characters,Sent Text
