date,description,amount,balance
2023-01-01 10:46:34,StrongLink - Payment,$-51.21,"$43,237.01"
2023-01-01 11:55:56,youGrocery - Payment,$-148.53,"$43,288.22"
2023-01-02 12:28:00,Fitr - Payment,$-147.85,"$43,089.16"
2023-01-03 20:43:32,Flexin - Payment,$-36.48,"$43,052.68"
2023-01-06 21:13:00,StrongLink - Payment,$-48.37,"$43,004.31"
2023-01-12 20:41:16,StrongLink - Payment,$-52.10,"$42,952.21"
2023-01-14 14:26:07,StrongLink - Payment,$-114.16,"$42,838.05"
2023-01-16 12:44:46,StrongLink - Payment,$-145.70,"$42,692.35"
2023-01-18 15:14:22,Fitr - Payment,$-102.44,"$42,589.91"
2023-01-19 08:34:27,youGrocery - Payment,$-96.29,"$42,493.62"
2023-01-20 15:13:13,youGrocery - Payment,$-158.68,"$42,334.94"
2023-01-28 08:22:43,StrongLink - Payment,$-117.41,"$42,217.53"
2023-01-31 13:44:19,StrongLink - Payment,$-108.31,"$42,109.22"
2023-02-02 20:05:32,StrongLink - Payment,$-105.40,"$42,003.82"
2023-02-05 20:40:31,StrongLink - Payment,$-167.71,"$41,836.11"
2023-02-06 09:29:47,StrongLink - Payment,$-98.80,"$41,737.31"
2023-02-09 11:22:54,StrongLink - Payment,$-139.32,"$41,597.99"
2023-02-11 11:30:32,youGrocery - Payment,$-186.52,"$41,411.47"
2023-02-11 21:59:00,StrongLink - Payment,$-178.47,"$41,233.00"
2023-02-13 11:20:29,youGrocery - Payment,$-176.75,"$41,056.25"
2023-02-15 16:43:58,StrongLink - Payment,$-138.57,"$40,917.68"
2023-02-16 16:37:15,StrongLink - Payment,$-174.72,"$40,742.96"
2023-02-19 14:20:43,StrongLink - Payment,$-96.47,"$40,646.49"
2023-02-21 21:43:24,StrongLink - Payment,$-44.00,"$40,602.49"
2023-02-22 17:49:22,AffordableHub - Payment,$-110.87,"$40,491.62"
2023-02-24 20:00:41,StrongLink - Payment,$-22.70,"$40,468.92"
2023-02-27 15:56:54,StrongLink - Payment,$-158.92,"$40,310.00"
2023-02-28 15:56:17,StrongLink - Payment,$-194.75,"$40,115.25"
2023-03-01 19:37:56,StrongLink - Payment,$-159.40,"$39,955.85"
2023-03-02 15:15:42,StrongLink - Payment,$-107.37,"$39,848.48"
2023-03-03 15:33:55,StrongLink - Payment,$-133.00,"$39,563.75"
2023-03-03 20:54:02,Healthn - Payment,$-151.73,"$39,696.75"
2023-03-04 18:49:41,StrongLink - Payment,$-23.10,"$39,540.65"
2023-03-06 08:34:38,StrongLink - Payment,$-114.24,"$39,426.41"
2023-03-12 19:28:05,Flexin - Payment,$-128.89,"$39,297.52"
2023-03-14 17:15:31,Flexin - Payment,$-37.73,"$39,259.79"
2023-03-15 10:09:19,StrongLink - Payment,$-32.69,"$39,227.10"
2023-03-17 09:55:18,StrongLink - Payment,$-99.33,"$39,127.77"
2023-03-18 20:10:43,StrongLink - Payment,$-76.11,"$39,051.66"
2023-03-20 12:34:18,Flexin - Payment,$-158.10,"$38,744.44"
2023-03-20 17:55:09,youGrocery - Payment,$-149.12,"$38,902.54"
2023-03-21 08:51:58,Flexin - Payment,$-111.51,"$38,632.93"
2023-03-26 19:50:56,StrongLink - Payment,$-31.82,"$38,601.11"
2023-03-28 08:48:03,Fitr - Payment,$-121.38,"$38,479.73"
2023-03-30 11:44:58,Healthn - Payment,$-196.93,"$38,282.80"
2023-04-01 18:58:16,StrongLink - Payment,$-84.14,"$38,198.66"
2023-04-03 18:32:46,Fitr - Payment,$-197.49,"$38,001.17"
2023-04-07 10:43:12,StrongLink - Payment,$-124.95,"$37,876.22"
2023-04-08 09:34:00,StrongLink - Payment,$-135.95,"$37,740.27"
2023-04-09 18:56:29,StrongLink - Payment,$-81.71,"$37,658.56"
2023-04-12 12:39:59,Healthn - Payment,$-88.96,"$37,569.60"
