date,to,from_,size,type_
2023-01-01 08:09:02,(791) 720-3024,(294) 535-8251,338 characters,Received Text
2023-01-01 10:32:00,(424) 551-0034,(294) 535-8251,199 characters,Received Text
2023-01-01 12:23:59,(791) 720-3024,(294) 535-8251,271 characters,Sent Text
2023-01-01 16:40:44,(736) 281-0632,(294) 535-8251,44 characters,Sent Text
2023-01-01 17:56:12,(304) 766-7452,(294) 535-8251,253 characters,Received Text
2023-01-02 16:32:01,(736) 281-0632,(294) 535-8251,298 characters,Sent Text
2023-01-02 21:19:40,(424) 551-0034,(294) 535-8251,78 minutes,Inbound Call
2023-01-03 18:29:55,(304) 766-7452,(294) 535-8251,13.7 MB,Sent Media
2023-01-03 19:14:16,(736) 281-0632,(294) 535-8251,322 characters,Received Text
2023-01-04 11:05:50,(304) 766-7452,(294) 535-8251,320 characters,Received Text
2023-01-04 12:37:07,(424) 551-0034,(294) 535-8251,301 characters,Sent Text
2023-01-05 12:33:50,(424) 551-0034,(294) 535-8251,168 characters,Received Text
2023-01-05 19:14:03,(424) 551-0034,(294) 535-8251,103 minutes,Inbound Call
2023-01-06 09:45:28,(304) 766-7452,(294) 535-8251,57 characters,Received Text
2023-01-06 09:50:34,(791) 720-3024,(294) 535-8251,7 minutes,Outbound Call
2023-01-06 11:04:46,(791) 720-3024,(294) 535-8251,90 minutes,Inbound Call
2023-01-06 18:20:33,(304) 766-7452,(294) 535-8251,71 minutes,Outbound Call
2023-01-07 10:28:29,(304) 766-7452,(294) 535-8251,18 minutes,Outbound Call
2023-01-07 11:14:42,(791) 720-3024,(294) 535-8251,20 minutes,Outbound Call
2023-01-07 12:41:05,(791) 720-3024,(294) 535-8251,176 characters,Received Text
2023-01-07 15:39:40,(424) 551-0034,(294) 535-8251,107 minutes,Outbound Call
2023-01-07 16:10:24,(304) 766-7452,(294) 535-8251,309 characters,Received Text
2023-01-07 19:42:19,(304) 766-7452,(294) 535-8251,16.0 MB,Sent Media
2023-01-08 09:44:46,(304) 766-7452,(294) 535-8251,325 characters,Sent Text
2023-01-08 10:53:29,(424) 551-0034,(294) 535-8251,21 characters,Received Text
2023-01-08 18:03:26,(736) 281-0632,(294) 535-8251,289 characters,Sent Text
2023-01-08 21:18:22,(791) 720-3024,(294) 535-8251,162 characters,Sent Text
