date,description,amount,balance
2023-01-01 08:15:37,Fitr - Payment,$-158.77,"$40,000.46"
2023-01-02 13:41:56,Fitr - Payment,$-27.72,"$39,972.74"
2023-01-07 13:16:08,Fitr - Payment,$-128.30,"$39,844.44"
2023-01-15 16:23:04,Fitr - Payment,$-33.70,"$39,810.74"
2023-01-17 16:30:44,AffordableHub - Payment,$-21.53,"$39,789.21"
2023-01-22 18:09:14,Fitr - Payment,$-167.84,"$39,443.52"
2023-01-22 21:11:59,AffordableHub - Payment,$-177.85,"$39,611.36"
2023-01-23 13:32:45,Fitr - Payment,$-25.38,"$39,418.14"
2023-02-02 11:40:35,Flexin - Payment,$-182.81,"$39,235.33"
2023-02-13 18:13:49,AffordableHub - Payment,$-158.98,"$39,076.35"
2023-02-21 20:56:36,Flexin - Payment,$-142.56,"$38,933.79"
2023-02-24 12:36:43,Healthn - Payment,$-172.76,"$38,761.03"
2023-02-26 08:24:01,AffordableHub - Payment,$-111.20,"$38,649.83"
2023-03-05 09:13:19,AffordableHub - Payment,$-104.89,"$38,544.94"
2023-03-05 10:01:25,Fitr - Payment,$-70.18,"$38,474.76"
2023-03-06 16:23:16,Flexin - Payment,$-161.35,"$38,313.41"
2023-03-07 11:59:37,Fitr - Payment,$-191.75,"$38,121.66"
2023-03-10 12:05:06,Fitr - Payment,$-118.25,"$38,003.41"
2023-03-13 20:22:22,StrongLink - Payment,$-40.49,"$37,962.92"
2023-03-22 13:19:09,Fitr - Payment,$-116.18,"$37,846.74"
2023-03-23 08:59:34,Fitr - Payment,$-90.48,"$37,756.26"
2023-04-02 10:49:55,Fitr - Payment,$-170.48,"$37,585.78"
2023-04-09 13:03:59,AffordableHub - Payment,$-59.77,"$37,526.01"
2023-04-10 12:12:14,Fitr - Payment,$-121.14,"$37,404.87"
2023-04-11 20:50:43,AffordableHub - Payment,$-98.35,"$37,306.52"
2023-04-18 12:29:05,Fitr - Payment,$-80.90,"$37,225.62"
2023-04-25 18:21:20,AffordableHub - Payment,$-187.11,"$37,038.51"
2023-05-01 09:11:23,Fitr - Payment,$-55.60,"$36,841.01"
2023-05-01 20:48:12,AffordableHub - Payment,$-141.90,"$36,896.61"
2023-05-04 21:16:36,Fitr - Payment,$-187.74,"$36,653.27"
2023-05-09 17:49:41,AffordableHub - Payment,$-122.64,"$36,530.63"
2023-05-10 21:44:46,AffordableHub - Payment,$-68.97,"$36,461.66"
2023-05-17 08:30:25,Fitr - Payment,$-44.32,"$36,417.34"
2023-05-20 16:16:34,Fitr - Payment,$-36.50,"$36,380.84"
2023-05-21 08:20:23,AffordableHub - Payment,$-22.60,"$36,358.24"
2023-05-22 19:59:45,Healthn - Payment,$-141.78,"$36,216.46"
2023-05-28 15:46:06,Flexin - Payment,$-93.33,"$36,027.75"
2023-05-28 16:05:41,youGrocery - Payment,$-95.38,"$36,121.08"
2023-06-08 12:53:33,AffordableHub - Payment,$-102.82,"$35,924.93"
2023-06-11 08:45:29,Fitr - Payment,$-101.97,"$35,822.96"
2023-06-20 15:41:24,Fitr - Payment,$-24.84,"$35,798.12"
2023-06-22 21:12:55,AffordableHub - Payment,$-195.44,"$35,602.68"
2023-06-23 13:47:28,AffordableHub - Payment,$-24.79,"$35,577.89"
2023-06-24 21:55:45,AffordableHub - Payment,$-85.30,"$35,492.59"
2023-07-08 13:02:27,Fitr - Payment,$-63.81,"$35,428.78"
2023-07-09 16:13:36,Fitr - Payment,$-60.70,"$35,368.08"
2023-07-11 13:44:28,Fitr - Payment,$-51.66,"$35,316.42"
2023-07-19 14:34:24,Fitr - Payment,$-177.56,"$35,138.86"
2023-07-24 17:32:45,Healthn - Payment,$-131.73,"$35,007.13"
2023-08-01 16:30:52,Fitr - Payment,$-130.32,"$34,876.81"
2023-08-03 17:26:11,AffordableHub - Payment,$-193.71,"$34,683.10"
2023-08-04 19:42:31,AffordableHub - Payment,$-61.71,"$34,621.39"
