date,description,amount,balance
2023-01-04 13:28:22,StrongLink - Payment,$-158.78,"$42,689.39"
2023-01-09 18:24:42,Flexin - Payment,$-59.60,"$42,629.79"
2023-01-12 10:49:18,youGrocery - Payment,$-149.19,"$42,480.60"
2023-01-12 14:29:35,Fitr - Payment,$-142.10,"$42,338.50"
2023-01-13 16:43:34,AffordableHub - Payment,$-79.90,"$42,258.60"
2023-01-13 21:22:32,Fitr - Payment,$-22.39,"$42,236.21"
2023-01-17 19:02:22,StrongLink - Payment,$-33.71,"$42,202.50"
2023-01-27 08:25:19,Foodr - Payment,$-139.22,"$42,063.28"
2023-01-27 17:09:34,Fitr - Payment,$-41.85,"$42,021.43"
2023-01-28 08:41:48,StrongLink - Payment,$-123.11,"$41,792.81"
2023-01-28 16:27:48,Foodr - Payment,$-105.51,"$41,915.92"
2023-01-29 14:04:31,Fitr - Payment,$-131.42,"$41,661.39"
2023-01-30 20:24:54,Fitr - Payment,$-113.96,"$41,547.43"
2023-02-05 09:52:20,Fitr - Payment,$-66.93,"$41,350.28"
2023-02-05 13:37:33,Healthn - Payment,$-130.22,"$41,417.21"
2023-02-06 16:15:57,Flexin - Payment,$-24.19,"$41,326.09"
2023-02-08 14:38:49,Foodr - Payment,$-113.99,"$41,212.10"
2023-02-10 13:10:07,Foodr - Payment,$-24.15,"$41,187.95"
2023-02-10 21:16:41,Fitr - Payment,$-185.96,"$41,001.99"
2023-02-11 19:59:50,Fitr - Payment,$-97.63,"$40,904.36"
2023-02-12 10:16:38,Foodr - Payment,$-175.47,"$40,728.89"
2023-02-13 08:09:34,Foodr - Payment,$-181.40,"$40,547.49"
2023-02-13 13:15:33,Fitr - Payment,$-101.48,"$40,446.01"
2023-02-15 11:22:16,StrongLink - Payment,$-98.88,"$40,347.13"
2023-02-16 16:53:47,Fitr - Payment,$-94.73,"$40,252.40"
2023-02-17 10:19:46,Fitr - Payment,$-127.10,"$39,999.70"
2023-02-17 21:14:07,Foodr - Payment,$-125.60,"$40,126.80"
2023-02-18 13:42:42,Fitr - Payment,$-109.37,"$39,890.33"
2023-02-19 09:42:05,Foodr - Payment,$-104.00,"$39,786.33"
2023-02-19 19:51:54,Fitr - Payment,$-168.96,"$39,617.37"
2023-02-20 20:03:20,Fitr - Payment,$-160.71,"$39,456.66"
2023-02-21 09:24:33,Foodr - Payment,$-93.26,"$39,363.40"
2023-02-23 21:55:33,Fitr - Payment,$-125.20,"$39,238.20"
2023-02-25 14:35:08,StrongLink - Payment,$-72.94,"$39,165.26"
2023-02-26 13:41:28,Fitr - Payment,$-43.16,"$39,122.10"
2023-02-28 14:08:28,Fitr - Payment,$-134.98,"$38,987.12"
2023-03-05 11:52:49,Fitr - Payment,$-143.93,"$38,843.19"
2023-03-06 16:22:58,Fitr - Payment,$-131.46,"$38,711.73"
2023-03-09 18:14:34,Fitr - Payment,$-104.00,"$38,607.73"
2023-03-10 17:44:40,Fitr - Payment,$-141.67,"$38,466.06"
2023-03-12 11:14:50,Fitr - Payment,$-32.38,"$38,433.68"
2023-03-13 14:56:20,Fitr - Payment,$-152.84,"$38,280.84"
2023-03-14 16:30:52,Flexin - Payment,$-53.60,"$38,227.24"
2023-03-15 12:24:19,Foodr - Payment,$-156.14,"$38,071.10"
2023-03-15 17:41:01,Fitr - Payment,$-22.52,"$38,048.58"
2023-03-16 20:31:53,Fitr - Payment,$-196.86,"$37,851.72"
2023-03-18 14:16:22,Foodr - Payment,$-189.85,"$37,661.87"
2023-03-18 21:55:27,Fitr - Payment,$-25.37,"$37,636.50"
2023-03-19 21:00:25,Fitr - Payment,$-120.72,"$37,515.78"
2023-03-20 16:41:56,Fitr - Payment,$-28.42,"$37,487.36"
2023-03-23 16:12:07,Fitr - Payment,$-77.25,"$37,410.11"
2023-03-25 20:29:50,Foodr - Payment,$-100.94,"$37,309.17"
2023-03-27 20:11:37,Fitr - Payment,$-106.80,"$37,202.37"
2023-03-28 17:49:04,Fitr - Payment,$-162.22,"$37,040.15"
2023-03-31 12:23:41,youGrocery - Payment,$-65.24,"$36,974.91"
2023-04-01 21:56:44,Fitr - Payment,$-114.25,"$36,860.66"
2023-04-02 14:13:38,Fitr - Payment,$-178.53,"$36,682.13"
2023-04-05 08:57:50,Fitr - Payment,$-148.85,"$36,533.28"
2023-04-06 20:59:35,Fitr - Payment,$-58.25,"$36,475.03"
2023-04-07 17:52:28,StrongLink - Payment,$-57.76,"$36,417.27"
2023-04-08 18:53:14,Fitr - Payment,$-31.25,"$36,386.02"
2023-04-10 13:04:55,Fitr - Payment,$-72.32,"$36,313.70"
2023-04-11 16:07:24,Fitr - Payment,$-37.00,"$36,276.70"
