date,description,amount,balance
2023-01-01 12:14:07,Fitr - Payment,$-158.79,$479.17
2023-01-03 19:05:31,Fitr - Payment,$-104.84,$374.33
2023-01-10 21:26:07,Foodr - Payment,$-62.46,$311.87
2023-01-11 12:03:45,Foodr - Payment,$-48.30,$263.57
2023-01-14 15:29:32,Fitr - Payment,$-65.43,$198.14
2023-01-16 21:29:13,Foodr - Payment,$-69.54,$128.60
2023-01-26 08:06:29,Fitr - Payment,$-127.45,$1.15
2023-01-29 09:05:58,Invalid Withdrawal,$0.00,$1.15
2023-02-01 11:06:14,Invalid Withdrawal,$0.00,$1.15
2023-02-01 19:28:27,Invalid Withdrawal,$0.00,$1.15
2023-02-02 17:36:25,Invalid Withdrawal,$0.00,$1.15
2023-02-03 15:17:19,Invalid Withdrawal,$0.00,$1.15
2023-02-04 20:16:42,Invalid Withdrawal,$0.00,$1.15
2023-02-09 17:20:50,Invalid Withdrawal,$0.00,$1.15
2023-02-10 21:14:14,Invalid Withdrawal,$0.00,$1.15
2023-02-13 09:43:17,Invalid Withdrawal,$0.00,$1.15
2023-02-14 19:51:05,Invalid Withdrawal,$0.00,$1.15
2023-02-15 15:03:16,Invalid Withdrawal,$0.00,$1.15
2023-02-16 18:09:19,Invalid Withdrawal,$0.00,$1.15
2023-02-18 12:52:28,Invalid Withdrawal,$0.00,$1.15
2023-02-19 20:05:11,Invalid Withdrawal,$0.00,$1.15
2023-02-20 12:15:13,Invalid Withdrawal,$0.00,$1.15
2023-02-24 15:05:39,Invalid Withdrawal,$0.00,$1.15
2023-02-25 21:14:22,Invalid Withdrawal,$0.00,$1.15
2023-02-26 12:37:00,Invalid Withdrawal,$0.00,$1.15
2023-02-27 11:48:26,Invalid Withdrawal,$0.00,$1.15
2023-02-27 18:42:26,Invalid Withdrawal,$0.00,$1.15
2023-03-02 14:15:17,Invalid Withdrawal,$0.00,$1.15
2023-03-03 11:29:34,Invalid Withdrawal,$0.00,$1.15
2023-03-07 15:32:24,Invalid Withdrawal,$0.00,$1.15
2023-03-08 18:19:21,Invalid Withdrawal,$0.00,$1.15
2023-03-10 16:45:48,Invalid Withdrawal,$0.00,$1.15
2023-03-12 19:49:06,Invalid Withdrawal,$0.00,$1.15
2023-03-13 10:53:31,Invalid Withdrawal,$0.00,$1.15
2023-03-20 08:15:26,Invalid Withdrawal,$0.00,$1.15
2023-03-22 19:12:39,Invalid Withdrawal,$0.00,$1.15
2023-03-24 16:50:08,Invalid Withdrawal,$0.00,$1.15
2023-03-25 10:36:47,Invalid Withdrawal,$0.00,$1.15
2023-03-26 20:28:39,Invalid Withdrawal,$0.00,$1.15
2023-03-29 13:39:39,Invalid Withdrawal,$0.00,$1.15
2023-03-30 19:39:02,Invalid Withdrawal,$0.00,$1.15
2023-04-05 16:18:50,Invalid Withdrawal,$0.00,$1.15
2023-04-06 13:01:58,Invalid Withdrawal,$0.00,$1.15
2023-04-07 20:23:41,Invalid Withdrawal,$0.00,$1.15
2023-04-11 18:32:22,Invalid Withdrawal,$0.00,$1.15
2023-04-15 08:22:16,Invalid Withdrawal,$0.00,$1.15
2023-04-17 08:29:58,Invalid Withdrawal,$0.00,$1.15
2023-04-17 10:57:24,Invalid Withdrawal,$0.00,$1.15
2023-04-18 12:38:07,Invalid Withdrawal,$0.00,$1.15
2023-04-19 15:52:35,Invalid Withdrawal,$0.00,$1.15
2023-04-20 12:51:53,Invalid Withdrawal,$0.00,$1.15
2023-04-22 18:57:32,Invalid Withdrawal,$0.00,$1.15
2023-04-22 20:31:43,Invalid Withdrawal,$0.00,$1.15
2023-04-23 11:11:34,Invalid Withdrawal,$0.00,$1.15
2023-04-25 11:41:45,Invalid Withdrawal,$0.00,$1.15
2023-04-27 09:22:43,Invalid Withdrawal,$0.00,$1.15
2023-04-28 20:57:07,Invalid Withdrawal,$0.00,$1.15
2023-04-29 19:00:32,Invalid Withdrawal,$0.00,$1.15
2023-05-01 13:45:44,Invalid Withdrawal,$0.00,$1.15
2023-05-01 18:51:51,Invalid Withdrawal,$0.00,$1.15
2023-05-03 12:52:13,Invalid Withdrawal,$0.00,$1.15
2023-05-07 19:08:35,Invalid Withdrawal,$0.00,$1.15
2023-05-09 13:52:38,Invalid Withdrawal,$0.00,$1.15
2023-05-10 17:53:18,Invalid Withdrawal,$0.00,$1.15
2023-05-13 09:13:28,Invalid Withdrawal,$0.00,$1.15
2023-05-15 10:24:03,Invalid Withdrawal,$0.00,$1.15
2023-05-18 09:21:11,Invalid Withdrawal,$0.00,$1.15
2023-05-23 19:16:25,Invalid Withdrawal,$0.00,$1.15
2023-05-25 08:02:47,Invalid Withdrawal,$0.00,$1.15
2023-05-25 12:25:39,Invalid Withdrawal,$0.00,$1.15
2023-05-31 08:14:55,Invalid Withdrawal,$0.00,$1.15
2023-06-05 19:30:28,Invalid Withdrawal,$0.00,$1.15
2023-06-06 16:39:05,Invalid Withdrawal,$0.00,$1.15
2023-06-09 09:19:16,Invalid Withdrawal,$0.00,$1.15
2023-06-10 13:09:36,Invalid Withdrawal,$0.00,$1.15
2023-06-11 16:49:28,Invalid Withdrawal,$0.00,$1.15
2023-06-12 14:04:36,Invalid Withdrawal,$0.00,$1.15
2023-06-14 19:55:08,Invalid Withdrawal,$0.00,$1.15
2023-06-15 18:03:30,Invalid Withdrawal,$0.00,$1.15
2023-06-16 10:45:35,Invalid Withdrawal,$0.00,$1.15
2023-06-17 12:31:09,Invalid Withdrawal,$0.00,$1.15
2023-06-19 12:33:08,Invalid Withdrawal,$0.00,$1.15
2023-06-21 08:26:15,Invalid Withdrawal,$0.00,$1.15
2023-06-22 18:10:46,Invalid Withdrawal,$0.00,$1.15
2023-06-23 20:11:29,Invalid Withdrawal,$0.00,$1.15
2023-06-24 09:52:35,Invalid Withdrawal,$0.00,$1.15
2023-06-24 16:35:42,Invalid Withdrawal,$0.00,$1.15
2023-06-26 18:55:42,Invalid Withdrawal,$0.00,$1.15
2023-06-28 15:43:40,Invalid Withdrawal,$0.00,$1.15
2023-07-03 14:59:02,Invalid Withdrawal,$0.00,$1.15
2023-07-09 11:49:02,Invalid Withdrawal,$0.00,$1.15
2023-07-11 11:01:12,Invalid Withdrawal,$0.00,$1.15
2023-07-16 21:08:04,Invalid Withdrawal,$0.00,$1.15
2023-07-17 10:01:10,Invalid Withdrawal,$0.00,$1.15
2023-07-17 11:36:38,Invalid Withdrawal,$0.00,$1.15
2023-07-18 14:43:44,Invalid Withdrawal,$0.00,$1.15
2023-07-19 13:15:52,Invalid Withdrawal,$0.00,$1.15
2023-07-20 13:16:53,Invalid Withdrawal,$0.00,$1.15
2023-07-25 09:02:10,Invalid Withdrawal,$0.00,$1.15
2023-07-26 11:50:25,Invalid Withdrawal,$0.00,$1.15
2023-07-27 19:12:49,Invalid Withdrawal,$0.00,$1.15
2023-07-31 09:03:21,Invalid Withdrawal,$0.00,$1.15
2023-07-31 16:50:27,Invalid Withdrawal,$0.00,$1.15
2023-08-03 14:35:37,Invalid Withdrawal,$0.00,$1.15
2023-08-06 12:29:50,Invalid Withdrawal,$0.00,$1.15
2023-08-07 15:31:06,Invalid Withdrawal,$0.00,$1.15
2023-08-09 11:44:06,Invalid Withdrawal,$0.00,$1.15
2023-08-11 08:52:18,Invalid Withdrawal,$0.00,$1.15
2023-08-12 19:12:46,Invalid Withdrawal,$0.00,$1.15
2023-08-13 21:17:47,Invalid Withdrawal,$0.00,$1.15
2023-08-15 08:54:55,Invalid Withdrawal,$0.00,$1.15
2023-08-16 14:28:36,Invalid Withdrawal,$0.00,$1.15
2023-08-17 18:24:18,Invalid Withdrawal,$0.00,$1.15
2023-08-18 17:08:02,Invalid Withdrawal,$0.00,$1.15
2023-08-19 14:02:59,Invalid Withdrawal,$0.00,$1.15
2023-08-21 13:57:00,Invalid Withdrawal,$0.00,$1.15
2023-08-23 12:46:48,Invalid Withdrawal,$0.00,$1.15
2023-08-23 13:45:59,Invalid Withdrawal,$0.00,$1.15
2023-08-24 13:02:12,Invalid Withdrawal,$0.00,$1.15
2023-08-25 09:54:36,Invalid Withdrawal,$0.00,$1.15
2023-08-31 19:23:39,Invalid Withdrawal,$0.00,$1.15
2023-09-03 10:28:03,Invalid Withdrawal,$0.00,$1.15
2023-09-04 13:37:59,Invalid Withdrawal,$0.00,$1.15
2023-09-06 09:51:45,Invalid Withdrawal,$0.00,$1.15
2023-09-09 15:50:27,Invalid Withdrawal,$0.00,$1.15
2023-09-11 17:13:00,Invalid Withdrawal,$0.00,$1.15
2023-09-11 17:46:11,Invalid Withdrawal,$0.00,$1.15
2023-09-16 21:50:18,Invalid Withdrawal,$0.00,$1.15
2023-09-17 16:59:35,Invalid Withdrawal,$0.00,$1.15
2023-09-19 21:58:33,Invalid Withdrawal,$0.00,$1.15
2023-09-20 10:28:51,Invalid Withdrawal,$0.00,$1.15
2023-09-21 10:01:17,Invalid Withdrawal,$0.00,$1.15
2023-09-22 12:27:36,Invalid Withdrawal,$0.00,$1.15
2023-09-24 15:50:49,Invalid Withdrawal,$0.00,$1.15
2023-09-25 10:40:30,Invalid Withdrawal,$0.00,$1.15
2023-09-26 09:34:19,Invalid Withdrawal,$0.00,$1.15
2023-09-27 12:15:09,Invalid Withdrawal,$0.00,$1.15
2023-09-29 19:28:25,Invalid Withdrawal,$0.00,$1.15
2023-09-30 18:59:27,Invalid Withdrawal,$0.00,$1.15
2023-10-01 12:03:36,Invalid Withdrawal,$0.00,$1.15
2023-10-05 11:19:21,Invalid Withdrawal,$0.00,$1.15
2023-10-06 17:45:42,Invalid Withdrawal,$0.00,$1.15
2023-10-07 12:57:50,Invalid Withdrawal,$0.00,$1.15
2023-10-08 10:09:21,Invalid Withdrawal,$0.00,$1.15
2023-10-09 15:41:01,Invalid Withdrawal,$0.00,$1.15
2023-10-11 09:40:54,Invalid Withdrawal,$0.00,$1.15
2023-10-12 16:08:22,Invalid Withdrawal,$0.00,$1.15
2023-10-13 08:24:01,Invalid Withdrawal,$0.00,$1.15
2023-10-14 08:25:14,Invalid Withdrawal,$0.00,$1.15
2023-10-16 16:16:00,Invalid Withdrawal,$0.00,$1.15
2023-10-20 12:35:36,Invalid Withdrawal,$0.00,$1.15
2023-10-22 16:50:02,Invalid Withdrawal,$0.00,$1.15
2023-10-23 17:06:27,Invalid Withdrawal,$0.00,$1.15
2023-10-24 12:53:56,Invalid Withdrawal,$0.00,$1.15
2023-10-24 21:03:14,Invalid Withdrawal,$0.00,$1.15
2023-10-27 19:41:55,Invalid Withdrawal,$0.00,$1.15
2023-10-28 15:46:53,Invalid Withdrawal,$0.00,$1.15
2023-10-29 21:16:20,Invalid Withdrawal,$0.00,$1.15
2023-10-30 20:42:12,Invalid Withdrawal,$0.00,$1.15
2023-10-31 11:43:30,Invalid Withdrawal,$0.00,$1.15
2023-11-01 12:50:05,Invalid Withdrawal,$0.00,$1.15
2023-11-03 17:55:18,Invalid Withdrawal,$0.00,$1.15
2023-11-05 21:31:46,Invalid Withdrawal,$0.00,$1.15
2023-11-06 15:27:33,Invalid Withdrawal,$0.00,$1.15
2023-11-09 09:30:29,Invalid Withdrawal,$0.00,$1.15
2023-11-10 17:11:39,Invalid Withdrawal,$0.00,$1.15
2023-11-11 14:21:35,Invalid Withdrawal,$0.00,$1.15
2023-11-12 14:35:43,Invalid Withdrawal,$0.00,$1.15
2023-11-13 09:09:29,Invalid Withdrawal,$0.00,$1.15
2023-11-13 21:45:32,Invalid Withdrawal,$0.00,$1.15
2023-11-14 13:47:00,Invalid Withdrawal,$0.00,$1.15
2023-11-15 14:19:55,Invalid Withdrawal,$0.00,$1.15
2023-11-16 17:58:45,Invalid Withdrawal,$0.00,$1.15
2023-11-16 21:39:44,Invalid Withdrawal,$0.00,$1.15
2023-11-17 14:43:29,Invalid Withdrawal,$0.00,$1.15
2023-11-17 19:41:46,Invalid Withdrawal,$0.00,$1.15
2023-11-19 21:48:40,Invalid Withdrawal,$0.00,$1.15
2023-11-24 13:20:22,Invalid Withdrawal,$0.00,$1.15
2023-11-26 10:03:42,Invalid Withdrawal,$0.00,$1.15
2023-11-27 19:11:33,Invalid Withdrawal,$0.00,$1.15
2023-11-28 15:32:06,Invalid Withdrawal,$0.00,$1.15
2023-11-28 16:51:36,Invalid Withdrawal,$0.00,$1.15
2023-11-29 20:39:52,Invalid Withdrawal,$0.00,$1.15
2023-11-30 18:36:21,Invalid Withdrawal,$0.00,$1.15
2023-12-03 17:24:30,Invalid Withdrawal,$0.00,$1.15
2023-12-06 09:50:29,Invalid Withdrawal,$0.00,$1.15
2023-12-06 14:13:35,Invalid Withdrawal,$0.00,$1.15
2023-12-08 15:39:08,Invalid Withdrawal,$0.00,$1.15
2023-12-09 11:58:40,Invalid Withdrawal,$0.00,$1.15
2023-12-11 20:12:01,Invalid Withdrawal,$0.00,$1.15
2023-12-12 12:12:06,Invalid Withdrawal,$0.00,$1.15
2023-12-13 12:08:06,Invalid Withdrawal,$0.00,$1.15
2023-12-14 08:53:29,Invalid Withdrawal,$0.00,$1.15
2023-12-15 11:39:22,Invalid Withdrawal,$0.00,$1.15
2023-12-21 20:32:18,Invalid Withdrawal,$0.00,$1.15
2023-12-26 14:05:03,Invalid Withdrawal,$0.00,$1.15
2023-12-29 19:14:28,Invalid Withdrawal,$0.00,$1.15
2023-12-30 20:41:51,Invalid Withdrawal,$0.00,$1.15
2024-01-03 17:01:20,Invalid Withdrawal,$0.00,$1.15
2024-01-07 08:20:18,Invalid Withdrawal,$0.00,$1.15
2024-01-10 16:59:30,Invalid Withdrawal,$0.00,$1.15
2024-01-11 08:02:28,Invalid Withdrawal,$0.00,$1.15
2024-01-13 10:09:44,Invalid Withdrawal,$0.00,$1.15
2024-01-14 10:48:28,Invalid Withdrawal,$0.00,$1.15
2024-01-15 15:29:32,Invalid Withdrawal,$0.00,$1.15
2024-01-18 18:00:17,Invalid Withdrawal,$0.00,$1.15
2024-01-20 09:05:32,Invalid Withdrawal,$0.00,$1.15
2024-01-21 13:06:10,Invalid Withdrawal,$0.00,$1.15
2024-01-22 12:39:55,Invalid Withdrawal,$0.00,$1.15
2024-01-23 08:59:27,Invalid Withdrawal,$0.00,$1.15
2024-01-26 11:25:08,Invalid Withdrawal,$0.00,$1.15
2024-01-28 21:43:38,Invalid Withdrawal,$0.00,$1.15
2024-01-31 15:47:07,Invalid Withdrawal,$0.00,$1.15
2024-02-02 19:43:37,Invalid Withdrawal,$0.00,$1.15
2024-02-06 08:23:28,Invalid Withdrawal,$0.00,$1.15
2024-02-10 21:29:08,Invalid Withdrawal,$0.00,$1.15
2024-02-12 11:49:57,Invalid Withdrawal,$0.00,$1.15
2024-02-13 18:12:42,Invalid Withdrawal,$0.00,$1.15
2024-02-14 10:12:01,Invalid Withdrawal,$0.00,$1.15
2024-02-18 12:23:34,Invalid Withdrawal,$0.00,$1.15
2024-02-19 21:47:51,Invalid Withdrawal,$0.00,$1.15
2024-02-20 08:28:24,Invalid Withdrawal,$0.00,$1.15
2024-02-23 17:03:29,Invalid Withdrawal,$0.00,$1.15
2024-02-23 19:40:43,Invalid Withdrawal,$0.00,$1.15
2024-02-24 20:06:51,Invalid Withdrawal,$0.00,$1.15
2024-02-25 20:11:16,Invalid Withdrawal,$0.00,$1.15
2024-02-26 10:14:53,Invalid Withdrawal,$0.00,$1.15
2024-02-28 19:38:59,Invalid Withdrawal,$0.00,$1.15
2024-03-01 12:05:23,Invalid Withdrawal,$0.00,$1.15
2024-03-02 20:46:39,Invalid Withdrawal,$0.00,$1.15
2024-03-04 14:57:59,Invalid Withdrawal,$0.00,$1.15
2024-03-05 08:43:12,Invalid Withdrawal,$0.00,$1.15
2024-03-06 11:38:21,Invalid Withdrawal,$0.00,$1.15
2024-03-09 20:16:44,Invalid Withdrawal,$0.00,$1.15
2024-03-11 10:40:09,Invalid Withdrawal,$0.00,$1.15
2024-03-13 20:56:52,Invalid Withdrawal,$0.00,$1.15
2024-03-14 17:56:05,Invalid Withdrawal,$0.00,$1.15
2024-03-15 17:51:38,Invalid Withdrawal,$0.00,$1.15
2024-03-17 13:55:16,Invalid Withdrawal,$0.00,$1.15
2024-03-18 19:04:47,Invalid Withdrawal,$0.00,$1.15
2024-03-23 14:08:06,Invalid Withdrawal,$0.00,$1.15
2024-03-24 12:43:03,Invalid Withdrawal,$0.00,$1.15
2024-03-25 08:26:16,Invalid Withdrawal,$0.00,$1.15
2024-03-25 19:14:22,Invalid Withdrawal,$0.00,$1.15
2024-03-27 18:16:07,Invalid Withdrawal,$0.00,$1.15
2024-03-28 15:03:46,Invalid Withdrawal,$0.00,$1.15
2024-03-30 20:25:44,Invalid Withdrawal,$0.00,$1.15
2024-04-01 18:42:57,Invalid Withdrawal,$0.00,$1.15
2024-04-03 12:42:37,Invalid Withdrawal,$0.00,$1.15
2024-04-03 14:29:25,Invalid Withdrawal,$0.00,$1.15
2024-04-04 18:54:23,Invalid Withdrawal,$0.00,$1.15
2024-04-05 11:39:16,Invalid Withdrawal,$0.00,$1.15
2024-04-06 09:25:12,Invalid Withdrawal,$0.00,$1.15
