date,to,from_,size,type_
2023-01-01 09:49:35,(806) 175-5156,(901) 538-9273,16 minutes,Inbound Call
2023-01-01 13:46:27,(972) 176-1904,(901) 538-9273,79 minutes,Inbound Call
2023-01-01 14:44:47,(806) 175-5156,(901) 538-9273,4.8 MB,Sent Media
2023-01-01 14:53:30,(342) 375-0322,(901) 538-9273,269 characters,Received Text
2023-01-01 16:41:49,(199) 878-9016,(901) 538-9273,260 characters,Sent Text
2023-01-01 21:41:18,(199) 878-9016,(901) 538-9273,85 minutes,Outbound Call
2023-01-01 21:42:19,(983) 410-4648,(901) 538-9273,318 characters,Received Text
2023-01-02 08:30:55,(972) 176-1904,(901) 538-9273,40 minutes,Inbound Call
2023-01-02 09:57:16,(806) 175-5156,(901) 538-9273,110 characters,Received Text
2023-01-02 14:56:19,(806) 175-5156,(901) 538-9273,59 minutes,Outbound Call
2023-01-02 15:55:44,(342) 375-0322,(901) 538-9273,145 characters,Sent Text
2023-01-02 18:02:50,(342) 375-0322,(901) 538-9273,110 minutes,Inbound Call
2023-01-02 20:44:43,(983) 410-4648,(901) 538-9273,3.5 MB,Received Media
2023-01-03 08:20:19,(199) 878-9016,(901) 538-9273,85 minutes,Outbound Call
2023-01-03 08:45:30,(806) 175-5156,(901) 538-9273,42 minutes,Outbound Call
2023-01-03 13:52:29,(606) 543-4124,(901) 538-9273,51 minutes,Outbound Call
2023-01-03 17:47:20,(806) 175-5156,(901) 538-9273,332 characters,Received Text
2023-01-03 18:48:55,(342) 375-0322,(901) 538-9273,1.9 MB,Sent Media
2023-01-03 19:03:03,(972) 176-1904,(901) 538-9273,282 characters,Sent Text
2023-01-03 19:15:54,(199) 878-9016,(901) 538-9273,160 characters,Received Text
2023-01-04 08:47:24,(342) 375-0322,(901) 538-9273,135 characters,Received Text
2023-01-04 09:43:29,(972) 176-1904,(901) 538-9273,182 characters,Sent Text
2023-01-04 21:56:43,(199) 878-9016,(901) 538-9273,82 characters,Sent Text
2023-01-05 10:14:16,(806) 175-5156,(901) 538-9273,88 characters,Received Text
